Category;Family;StyleName;StyleId
slab serif;AT Move Specx™;AT Move Specx;225627
slab serif;AT Move Specx Stncl™;AT Move Specx Stncl;225628
slab serif;Aterline;Aterline Regular;434184
slab serif;Aterline;Aterline Italic;434185
slab serif;Aterline;Aterline Bold;434186
slab serif;Aterline;Aterline Bold Italic;434187
slab serif;Attorney;Attorney Extralight;334304
slab serif;Attorney;Attorney Light;334305
slab serif;Attorney;Attorney Medium;334306
slab serif;Attorney;Attorney Bold;334307
slab serif;Attorney;Attorney Black;334308
slab serif;Attorney;Attorney Semibold;334309
slab serif;Attorney;Attorney Regular;334310
slab serif;Attorney;Attorney Light Italic;334311
slab serif;Attorney;Attorney Extralight Italic;334312
slab serif;Attorney;Attorney Italic;334313
slab serif;Attorney;Attorney Medium Italic;334314
slab serif;Attorney;Attorney Black Italic;334315
slab serif;Attorney;Attorney Bold Italic;334316
slab serif;Attorney;Attorney Semibold Italic;334317
slab serif;Ballege;Ballege Oblique;226979
slab serif;Ballege;Ballege Light;226980
slab serif;Ballege;Ballege UltraLight;226981
slab serif;Ballege;Ballege Black;226982
slab serif;Ballege;Ballege UltraLight Oblique;226983
slab serif;Ballege;Ballege Black Oblique;226984
slab serif;Ballege;Ballege Bold;226985
slab serif;Ballege;Ballege Bold Oblique;226986
slab serif;Ballege;Ballege;226987
slab serif;Ballege;Ballege Light Oblique;226988
slab serif;Battleslab;Battleslab Black;199819
slab serif;Battleslab;Battleslab Light;199820
slab serif;Bear Anark;Bear Anark Thin;416367
slab serif;Bear Anark;Bear Anark Thin Italic;416368
slab serif;Bear Anark;Bear Anark Light;416369
slab serif;Bear Anark;Bear Anark Light Italic;416370
slab serif;Bear Anark;Bear Anark Regular;416371
slab serif;Bear Anark;Bear Anark Italic;416372
slab serif;Bear Anark;Bear Anark Bold;416373
slab serif;Bear Anark;Bear Anark Bold Italic;416374
slab serif;Bear Anark;Bear Anark Extra Bold;416375
slab serif;Bear Anark;Bear Anark Extra Bold Italic;416376
slab serif;BearButte™;BearButte Special;87088
slab serif;BearButte™;BearButte Bold;87089
slab serif;BearButte™;BearButte Bold Italic;87090
slab serif;BearButte™;BearButte Italic;87091
slab serif;BearButte™;BearButte BearButte;87092
slab serif;Belco™;Belco Light Slab Serif;174674
slab serif;Belco™;Belco UltraLight SC;174675
slab serif;Belco™;Belco Light;174676
slab serif;Belco™;Belco Slab Serif UltraLight;175928
slab serif;Belco™;Belco;175929
slab serif;Belco™;Belco UltraLight;175930
slab serif;Belco™;Belco Slab Serif;175931
slab serif;Bellagium;Bellagium Regular;439186
slab serif;Bodrum Slab;Bodrum Slab 10 Hairline;360909
slab serif;Bodrum Slab;Bodrum Slab 10 Hairline Italic;360910
slab serif;Bodrum Slab;Bodrum Slab 11 Thin;360911
slab serif;Bodrum Slab;Bodrum Slab 11 Thin Italic;360912
slab serif;Bodrum Slab;Bodrum Slab 12 Extra Light;360913
slab serif;Bodrum Slab;Bodrum Slab 12 Extra Light Italic;360914
slab serif;Bodrum Slab;Bodrum Slab 13 Light;360915
slab serif;Bodrum Slab;Bodrum Slab 13 Light Italic;360916
slab serif;Bodrum Slab;Bodrum Slab 14 Regular;360917
slab serif;Bodrum Slab;Bodrum Slab 14 Regular Italic;360918
slab serif;Bodrum Slab;Bodrum Slab 15 Medium;360919
slab serif;Bodrum Slab;Bodrum Slab 15 Medium Italic;360920
slab serif;Bodrum Slab;Bodrum Slab 16 Bold;360921
slab serif;Bodrum Slab;Bodrum Slab 16 Bold Italic;360922
slab serif;Bodrum Slab;Bodrum Slab 17 Extra Bold;360923
slab serif;Bodrum Slab;Bodrum Slab 17 Extra Bold Italic;360924
slab serif;Bodrum Slab;Bodrum Slab 18 Heavy;360925
slab serif;Bodrum Slab;Bodrum Slab 18 Heavy Italic;360926
slab serif;Bodrum Slab;Bodrum Slab 19 Black;360927
slab serif;Bodrum Slab;Bodrum Slab 19 Black Italic;360928
slab serif;Bodrum Style;Bodrum Style 10 Hairline;360841
slab serif;Bodrum Style;Bodrum Style 10 Hairline Italic;360842
slab serif;Bodrum Style;Bodrum Style 11 Thin;360843
slab serif;Bodrum Style;Bodrum Style 11 Thin Italic;360844
slab serif;Bodrum Style;Bodrum Style 12 Extra Light;360845
slab serif;Bodrum Style;Bodrum Style 12 Extra Light Italic;360846
slab serif;Bodrum Style;Bodrum Style 13 Light;360847
slab serif;Bodrum Style;Bodrum Style 13 Light Italic;360848
slab serif;Bodrum Style;Bodrum Style 14 Regular;360849
slab serif;Bodrum Style;Bodrum Style 14 Regular Italic;360850
