category;family;style;glyph;regions;straights;angles;curves
slab serif;Bumbon;Bumbon Regular;o;2;5;0;17
slab serif;Bumbon;Bumbon Regular;p;2;9;6;6
slab serif;Bumbon;Bumbon Regular;x;1;12;12;0
slab serif;Bunday Slab™;Bunday Slab Bold It;a;2;7;6;16
slab serif;Bunday Slab™;Bunday Slab Bold It;H;1;28;28;0
slab serif;Bunday Slab™;Bunday Slab Bold It;k;2;9;12;8
slab serif;Bunday Slab™;Bunday Slab Bold It;o;2;5;0;16
slab serif;Bunday Slab™;Bunday Slab Bold It;p;2;9;8;8
slab serif;Bunday Slab™;Bunday Slab Bold It;x;1;12;13;7
slab serif;Bunday Slab™;Bunday Slab Bold;a;2;9;10;14
slab serif;Bunday Slab™;Bunday Slab Bold;H;1;27;28;0
slab serif;Bunday Slab™;Bunday Slab Bold;k;1;22;25;3
slab serif;Bunday Slab™;Bunday Slab Bold;o;2;7;0;13
slab serif;Bunday Slab™;Bunday Slab Bold;p;2;12;13;7
slab serif;Bunday Slab™;Bunday Slab Bold;x;1;19;18;4
slab serif;Bunday Slab™;Bunday Slab Bold Up;a;2;6;4;12
slab serif;Bunday Slab™;Bunday Slab Bold Up;H;1;27;28;0
slab serif;Bunday Slab™;Bunday Slab Bold Up;k;1;8;11;8
slab serif;Bunday Slab™;Bunday Slab Bold Up;o;2;7;0;13
slab serif;Bunday Slab™;Bunday Slab Bold Up;p;2;8;9;8
slab serif;Bunday Slab™;Bunday Slab Bold Up;x;1;12;13;5
slab serif;Bunday Slab™;Bunday Slab ExtraBold It;a;2;9;6;14
slab serif;Bunday Slab™;Bunday Slab ExtraBold It;H;1;28;28;0
slab serif;Bunday Slab™;Bunday Slab ExtraBold It;k;1;8;11;8
slab serif;Bunday Slab™;Bunday Slab ExtraBold It;o;2;6;0;17
slab serif;Bunday Slab™;Bunday Slab ExtraBold It;p;2;9;9;8
slab serif;Bunday Slab™;Bunday Slab ExtraBold It;x;1;11;13;5
slab serif;Bunday Slab™;Bunday Slab ExtraBold;a;2;12;12;10
slab serif;Bunday Slab™;Bunday Slab ExtraBold;H;1;27;28;0
slab serif;Bunday Slab™;Bunday Slab ExtraBold;k;1;18;20;2
slab serif;Bunday Slab™;Bunday Slab ExtraBold;o;2;8;1;11
slab serif;Bunday Slab™;Bunday Slab ExtraBold;p;2;13;13;7
slab serif;Bunday Slab™;Bunday Slab ExtraBold;x;1;18;18;3
slab serif;Bunday Slab™;Bunday Slab ExtraBold Up;a;2;6;5;12
slab serif;Bunday Slab™;Bunday Slab ExtraBold Up;H;1;27;28;0
slab serif;Bunday Slab™;Bunday Slab ExtraBold Up;k;1;8;11;7
slab serif;Bunday Slab™;Bunday Slab ExtraBold Up;o;2;8;1;11
slab serif;Bunday Slab™;Bunday Slab ExtraBold Up;p;2;8;9;7
slab serif;Bunday Slab™;Bunday Slab ExtraBold Up;x;1;12;12;6
slab serif;Bunday Slab™;Bunday Slab Hair It;a;3;7;4;12
slab serif;Bunday Slab™;Bunday Slab Hair It;H;1;20;20;0
slab serif;Bunday Slab™;Bunday Slab Hair It;k;1;12;9;11
slab serif;Bunday Slab™;Bunday Slab Hair It;o;2;6;0;13
slab serif;Bunday Slab™;Bunday Slab Hair It;p;2;10;8;12
slab serif;Bunday Slab™;Bunday Slab Hair It;x;1;10;10;6
slab serif;Bunday Slab™;Bunday Slab Hair;a;2;15;12;15
slab serif;Bunday Slab™;Bunday Slab Hair;H;1;18;20;0
slab serif;Bunday Slab™;Bunday Slab Hair;k;1;15;17;4
slab serif;Bunday Slab™;Bunday Slab Hair;o;2;8;0;15
slab serif;Bunday Slab™;Bunday Slab Hair;p;3;13;10;9
slab serif;Bunday Slab™;Bunday Slab Hair;x;1;13;13;8
slab serif;Bunday Slab™;Bunday Slab Hair Up;a;2;9;5;13
slab serif;Bunday Slab™;Bunday Slab Hair Up;H;1;18;20;0
slab serif;Bunday Slab™;Bunday Slab Hair Up;k;1;8;8;10
slab serif;Bunday Slab™;Bunday Slab Hair Up;o;2;8;0;15
slab serif;Bunday Slab™;Bunday Slab Hair Up;p;2;10;7;10
slab serif;Bunday Slab™;Bunday Slab Hair Up;x;1;11;11;7
slab serif;Bunday Slab™;Bunday Slab Heavy;a;2;11;12;12
slab serif;Bunday Slab™;Bunday Slab Heavy;H;1;27;28;0
slab serif;Bunday Slab™;Bunday Slab Heavy;k;1;16;18;3
slab serif;Bunday Slab™;Bunday Slab Heavy;o;2;7;0;12
slab serif;Bunday Slab™;Bunday Slab Heavy;p;2;11;13;7
slab serif;Bunday Slab™;Bunday Slab Heavy;x;1;20;19;2
slab serif;Bunday Slab™;Bunday Slab Heavy Up;a;2;7;7;11
slab serif;Bunday Slab™;Bunday Slab Heavy Up;H;1;27;28;0
slab serif;Bunday Slab™;Bunday Slab Heavy Up;k;1;8;13;5
slab serif;Bunday Slab™;Bunday Slab Heavy Up;o;2;7;0;12
slab serif;Bunday Slab™;Bunday Slab Heavy Up;p;2;7;9;7
slab serif;Bunday Slab™;Bunday Slab Heavy Up;x;1;11;13;5
slab serif;Bunday Slab™;Bunday Slab Light It;a;2;9;5;16
slab serif;Bunday Slab™;Bunday Slab Light It;H;1;28;28;2
slab serif;Bunday Slab™;Bunday Slab Light It;k;1;13;11;12
slab serif;Bunday Slab™;Bunday Slab Light It;o;2;7;0;17
slab serif;Bunday Slab™;Bunday Slab Light It;p;2;10;9;12
slab serif;Bunday Slab™;Bunday Slab Light It;x;1;11;12;8
slab serif;Bunday Slab™;Bunday Slab Light;a;2;12;11;13
slab serif;Bunday Slab™;Bunday Slab Light;H;1;25;28;0
slab serif;Bunday Slab™;Bunday Slab Light;k;1;23;24;4
slab serif;Bunday Slab™;Bunday Slab Light;o;2;6;0;12
slab serif;Bunday Slab™;Bunday Slab Light;p;2;12;13;10
slab serif;Bunday Slab™;Bunday Slab Light;x;1;18;18;4
slab serif;Bunday Slab™;Bunday Slab Light Up;a;2;6;4;11
slab serif;Bunday Slab™;Bunday Slab Light Up;H;1;25;28;0
slab serif;Bunday Slab™;Bunday Slab Light Up;k;1;8;11;9
slab serif;Bunday Slab™;Bunday Slab Light Up;o;2;6;0;12
slab serif;Bunday Slab™;Bunday Slab Light Up;p;2;10;9;9
slab serif;Bunday Slab™;Bunday Slab Light Up;x;1;11;10;7
slab serif;Bunday Slab™;Bunday Slab Regular It;a;2;8;4;14
slab serif;Bunday Slab™;Bunday Slab Regular It;H;1;27;28;2
slab serif;Bunday Slab™;Bunday Slab Regular It;k;1;10;11;10
slab serif;Bunday Slab™;Bunday Slab Regular It;o;2;7;0;18
slab serif;Bunday Slab™;Bunday Slab Regular It;p;2;8;9;12
slab serif;Bunday Slab™;Bunday Slab Regular It;x;1;11;12;9
slab serif;Bunday Slab™;Bunday Slab Regular;a;2;12;11;12
slab serif;Bunday Slab™;Bunday Slab Regular;H;1;27;28;0
slab serif;Bunday Slab™;Bunday Slab Regular;k;1;21;23;5
slab serif;Bunday Slab™;Bunday Slab Regular;o;2;7;0;13
slab serif;Bunday Slab™;Bunday Slab Regular;p;2;12;13;8
slab serif;Bunday Slab™;Bunday Slab Regular;x;1;16;14;8
slab serif;Bunday Slab™;Bunday Slab Regular Up;a;2;6;6;10
slab serif;Bunday Slab™;Bunday Slab Regular Up;H;1;27;28;0
slab serif;Bunday Slab™;Bunday Slab Regular Up;k;1;8;11;8
slab serif;Bunday Slab™;Bunday Slab Regular Up;o;2;7;0;13
slab serif;Bunday Slab™;Bunday Slab Regular Up;p;2;10;9;7
slab serif;Bunday Slab™;Bunday Slab Regular Up;x;1;13;13;6
slab serif;Bunday Slab™;Bunday Slab SemiBold It;a;2;6;5;15
slab serif;Bunday Slab™;Bunday Slab SemiBold It;H;1;27;28;2
slab serif;Bunday Slab™;Bunday Slab SemiBold It;k;1;9;11;8
slab serif;Bunday Slab™;Bunday Slab SemiBold It;o;2;7;0;19
slab serif;Bunday Slab™;Bunday Slab SemiBold It;p;2;9;9;9
slab serif;Bunday Slab™;Bunday Slab SemiBold It;x;1;13;12;9
slab serif;Bunday Slab™;Bunday Slab SemiBold;a;2;12;11;13
slab serif;Bunday Slab™;Bunday Slab SemiBold;H;1;27;28;0
slab serif;Bunday Slab™;Bunday Slab SemiBold;k;1;21;24;4
slab serif;Bunday Slab™;Bunday Slab SemiBold;o;2;6;0;15
slab serif;Bunday Slab™;Bunday Slab SemiBold;p;2;13;13;8
slab serif;Bunday Slab™;Bunday Slab SemiBold;x;1;18;16;6
slab serif;Bunday Slab™;Bunday Slab SemiBold Up;a;2;6;5;12
slab serif;Bunday Slab™;Bunday Slab SemiBold Up;H;1;27;28;0
slab serif;Bunday Slab™;Bunday Slab SemiBold Up;k;1;8;11;7
slab serif;Bunday Slab™;Bunday Slab SemiBold Up;o;2;6;0;15
slab serif;Bunday Slab™;Bunday Slab SemiBold Up;p;2;8;9;8
slab serif;Bunday Slab™;Bunday Slab SemiBold Up;x;1;14;14;5
slab serif;Bunday Slab™;Bunday Slab SemiLight It;a;2;8;5;16
slab serif;Bunday Slab™;Bunday Slab SemiLight It;H;1;28;28;0
slab serif;Bunday Slab™;Bunday Slab SemiLight It;k;1;11;11;10
slab serif;Bunday Slab™;Bunday Slab SemiLight It;o;2;6;0;17
slab serif;Bunday Slab™;Bunday Slab SemiLight It;p;2;9;9;12
slab serif;Bunday Slab™;Bunday Slab SemiLight It;x;1;11;10;8
slab serif;Bunday Slab™;Bunday Slab SemiLight;a;2;14;11;13
slab serif;Bunday Slab™;Bunday Slab SemiLight;H;1;26;28;0
slab serif;Bunday Slab™;Bunday Slab SemiLight;k;1;22;23;4
slab serif;Bunday Slab™;Bunday Slab SemiLight;o;2;6;0;16
slab serif;Bunday Slab™;Bunday Slab SemiLight;p;2;12;13;9
slab serif;Bunday Slab™;Bunday Slab SemiLight;x;1;16;16;5
slab serif;Bunday Slab™;Bunday Slab SemiLight Up;a;2;7;5;11
slab serif;Bunday Slab™;Bunday Slab SemiLight Up;H;1;26;28;0
slab serif;Bunday Slab™;Bunday Slab SemiLight Up;k;1;9;12;8
slab serif;Bunday Slab™;Bunday Slab SemiLight Up;o;2;6;0;16
slab serif;Bunday Slab™;Bunday Slab SemiLight Up;p;2;10;9;8
slab serif;Bunday Slab™;Bunday Slab SemiLight Up;x;1;11;10;8
slab serif;Bunday Slab™;Bunday Slab Thin It;a;2;9;5;17
slab serif;Bunday Slab™;Bunday Slab Thin It;H;1;28;28;3
slab serif;Bunday Slab™;Bunday Slab Thin It;k;1;14;11;10
slab serif;Bunday Slab™;Bunday Slab Thin It;o;2;7;0;19
slab serif;Bunday Slab™;Bunday Slab Thin It;p;2;10;8;13
slab serif;Bunday Slab™;Bunday Slab Thin It;x;1;12;12;6
slab serif;Bunday Slab™;Bunday Slab Thin;a;2;15;12;15
slab serif;Bunday Slab™;Bunday Slab Thin;H;1;25;28;0
slab serif;Bunday Slab™;Bunday Slab Thin;k;1;21;24;4
slab serif;Bunday Slab™;Bunday Slab Thin;o;2;6;0;15
slab serif;Bunday Slab™;Bunday Slab Thin;p;2;14;13;9
slab serif;Bunday Slab™;Bunday Slab Thin;x;1;16;16;6
slab serif;Bunday Slab™;Bunday Slab Thin Up;a;2;8;4;15
slab serif;Bunday Slab™;Bunday Slab Thin Up;H;1;25;28;0
slab serif;Bunday Slab™;Bunday Slab Thin Up;k;1;10;11;9
slab serif;Bunday Slab™;Bunday Slab Thin Up;o;2;6;0;15
slab serif;Bunday Slab™;Bunday Slab Thin Up;p;2;10;9;9
slab serif;Bunday Slab™;Bunday Slab Thin Up;x;1;10;10;7
slab serif;CamingoSlab™;Camingo Slab Black Italic;a;3;10;9;9
slab serif;CamingoSlab™;Camingo Slab Black Italic;H;1;26;28;2
slab serif;CamingoSlab™;Camingo Slab Black Italic;k;1;14;14;2
slab serif;CamingoSlab™;Camingo Slab Black Italic;o;2;7;0;13
slab serif;CamingoSlab™;Camingo Slab Black Italic;p;2;7;12;8
slab serif;CamingoSlab™;Camingo Slab Black Italic;x;1;13;14;2
slab serif;CamingoSlab™;Camingo Slab Black;a;2;11;12;9
slab serif;CamingoSlab™;Camingo Slab Black;H;1;24;28;3
slab serif;CamingoSlab™;Camingo Slab Black;k;1;16;21;4
slab serif;CamingoSlab™;Camingo Slab Black;o;2;7;0;14
slab serif;CamingoSlab™;Camingo Slab Black;p;2;10;13;9
slab serif;CamingoSlab™;Camingo Slab Black;x;1;19;25;7
slab serif;CamingoSlab™;CamingoSlab Bold Italic;a;2;9;9;14
slab serif;CamingoSlab™;CamingoSlab Bold Italic;H;1;27;28;0
slab serif;CamingoSlab™;CamingoSlab Bold Italic;k;1;12;13;4
slab serif;CamingoSlab™;CamingoSlab Bold Italic;o;2;5;0;13
slab serif;CamingoSlab™;CamingoSlab Bold Italic;p;2;9;10;9
slab serif;CamingoSlab™;CamingoSlab Bold Italic;x;1;13;14;5
slab serif;CamingoSlab™;CamingoSlab Bold;a;2;9;11;14
slab serif;CamingoSlab™;CamingoSlab Bold;H;1;21;28;6
slab serif;CamingoSlab™;CamingoSlab Bold;k;1;18;20;4
slab serif;CamingoSlab™;CamingoSlab Bold;o;2;6;0;14
slab serif;CamingoSlab™;CamingoSlab Bold;p;2;11;14;9
slab serif;CamingoSlab™;CamingoSlab Bold;x;1;18;24;8
slab serif;CamingoSlab™;CamingoSlab ExtraBold Italic;a;3;7;9;14
slab serif;CamingoSlab™;CamingoSlab ExtraBold Italic;H;1;26;28;2
slab serif;CamingoSlab™;CamingoSlab ExtraBold Italic;k;1;13;14;4
slab serif;CamingoSlab™;CamingoSlab ExtraBold Italic;o;2;6;0;15
slab serif;CamingoSlab™;CamingoSlab ExtraBold Italic;p;2;8;11;9
slab serif;CamingoSlab™;CamingoSlab ExtraBold Italic;x;1;16;16;0
slab serif;CamingoSlab™;CamingoSlab ExtraBold;a;2;8;12;13
slab serif;CamingoSlab™;CamingoSlab ExtraBold;H;1;22;28;5
slab serif;CamingoSlab™;CamingoSlab ExtraBold;k;1;15;20;6
slab serif;CamingoSlab™;CamingoSlab ExtraBold;o;2;10;0;13
slab serif;CamingoSlab™;CamingoSlab ExtraBold;p;2;10;13;9
slab serif;CamingoSlab™;CamingoSlab ExtraBold;x;1;23;24;5
slab serif;CamingoSlab™;CamingoSlab ExtraLight Italic;a;2;10;8;15
slab serif;CamingoSlab™;CamingoSlab ExtraLight Italic;H;1;28;28;0
slab serif;CamingoSlab™;CamingoSlab ExtraLight Italic;k;1;14;14;2
slab serif;CamingoSlab™;CamingoSlab ExtraLight Italic;o;2;7;0;17
slab serif;CamingoSlab™;CamingoSlab ExtraLight Italic;p;2;13;11;10
slab serif;CamingoSlab™;CamingoSlab ExtraLight Italic;x;1;11;12;4
slab serif;CamingoSlab™;CamingoSlab ExtraLight;a;2;14;11;15
slab serif;CamingoSlab™;CamingoSlab ExtraLight;H;1;25;28;0
slab serif;CamingoSlab™;CamingoSlab ExtraLight;k;1;18;20;4
slab serif;CamingoSlab™;CamingoSlab ExtraLight;o;2;6;0;19
slab serif;CamingoSlab™;CamingoSlab ExtraLight;p;2;11;14;10
slab serif;CamingoSlab™;CamingoSlab ExtraLight;x;1;22;24;8
slab serif;CamingoSlab™;CamingoSlab Light Italic;a;2;14;9;15
slab serif;CamingoSlab™;CamingoSlab Light Italic;H;1;23;28;5
slab serif;CamingoSlab™;CamingoSlab Light Italic;k;1;13;14;4
slab serif;CamingoSlab™;CamingoSlab Light Italic;o;2;5;0;16
slab serif;CamingoSlab™;CamingoSlab Light Italic;p;2;10;11;12
slab serif;CamingoSlab™;CamingoSlab Light Italic;x;1;12;12;8
slab serif;CamingoSlab™;CamingoSlab Light;a;2;14;11;11
slab serif;CamingoSlab™;CamingoSlab Light;H;1;19;28;6
slab serif;CamingoSlab™;CamingoSlab Light;k;1;16;20;5
slab serif;CamingoSlab™;CamingoSlab Light;o;2;8;0;12
slab serif;CamingoSlab™;CamingoSlab Light;p;2;11;13;11
slab serif;CamingoSlab™;CamingoSlab Light;x;1;21;24;11
slab serif;CamingoSlab™;CamingoSlab Pro Black Italic;a;3;10;9;9
slab serif;CamingoSlab™;CamingoSlab Pro Black Italic;H;1;26;28;2
slab serif;CamingoSlab™;CamingoSlab Pro Black Italic;k;1;14;14;2
slab serif;CamingoSlab™;CamingoSlab Pro Black Italic;o;2;7;0;13
slab serif;CamingoSlab™;CamingoSlab Pro Black Italic;p;2;7;12;8
slab serif;CamingoSlab™;CamingoSlab Pro Black Italic;x;1;13;14;2
slab serif;CamingoSlab™;CamingoSlab Pro Black;a;2;11;12;9
slab serif;CamingoSlab™;CamingoSlab Pro Black;H;1;24;28;3
slab serif;CamingoSlab™;CamingoSlab Pro Black;k;1;16;21;4
slab serif;CamingoSlab™;CamingoSlab Pro Black;o;2;7;0;14
slab serif;CamingoSlab™;CamingoSlab Pro Black;p;2;10;13;9
slab serif;CamingoSlab™;CamingoSlab Pro Black;x;1;19;25;7
slab serif;CamingoSlab™;CamingoSlab Pro Bold Italic;a;2;9;9;14
slab serif;CamingoSlab™;CamingoSlab Pro Bold Italic;H;1;27;28;0
slab serif;CamingoSlab™;CamingoSlab Pro Bold Italic;k;1;12;13;4
slab serif;CamingoSlab™;CamingoSlab Pro Bold Italic;o;2;5;0;13
slab serif;CamingoSlab™;CamingoSlab Pro Bold Italic;p;2;9;10;9
slab serif;CamingoSlab™;CamingoSlab Pro Bold Italic;x;1;13;14;5
slab serif;CamingoSlab™;CamingoSlab Pro Bold;a;2;9;11;14
slab serif;CamingoSlab™;CamingoSlab Pro Bold;H;1;21;28;6
slab serif;CamingoSlab™;CamingoSlab Pro Bold;k;1;18;20;4
slab serif;CamingoSlab™;CamingoSlab Pro Bold;o;2;6;0;14
slab serif;CamingoSlab™;CamingoSlab Pro Bold;p;2;11;14;9
slab serif;CamingoSlab™;CamingoSlab Pro Bold;x;1;18;24;8
slab serif;CamingoSlab™;CamingoSlab Pro ExtraBold Italic;a;3;7;9;14
slab serif;CamingoSlab™;CamingoSlab Pro ExtraBold Italic;H;1;26;28;2
slab serif;CamingoSlab™;CamingoSlab Pro ExtraBold Italic;k;1;13;14;4
slab serif;CamingoSlab™;CamingoSlab Pro ExtraBold Italic;o;2;6;0;15
slab serif;CamingoSlab™;CamingoSlab Pro ExtraBold Italic;p;2;8;11;9
slab serif;CamingoSlab™;CamingoSlab Pro ExtraBold Italic;x;1;16;16;0
slab serif;CamingoSlab™;CamingoSlab Pro ExtraBold;a;2;8;12;13
slab serif;CamingoSlab™;CamingoSlab Pro ExtraBold;H;1;22;28;5
slab serif;CamingoSlab™;CamingoSlab Pro ExtraBold;k;1;15;20;6
slab serif;CamingoSlab™;CamingoSlab Pro ExtraBold;o;2;10;0;13
slab serif;CamingoSlab™;CamingoSlab Pro ExtraBold;p;2;10;13;9
slab serif;CamingoSlab™;CamingoSlab Pro ExtraBold;x;1;23;24;5
slab serif;CamingoSlab™;CamingoSlab Pro ExtraLight Italic;a;2;10;8;15
slab serif;CamingoSlab™;CamingoSlab Pro ExtraLight Italic;H;1;28;28;0
slab serif;CamingoSlab™;CamingoSlab Pro ExtraLight Italic;k;1;14;14;2
slab serif;CamingoSlab™;CamingoSlab Pro ExtraLight Italic;o;2;7;0;17
slab serif;CamingoSlab™;CamingoSlab Pro ExtraLight Italic;p;2;13;11;10
slab serif;CamingoSlab™;CamingoSlab Pro ExtraLight Italic;x;1;11;12;4
slab serif;CamingoSlab™;CamingoSlab Pro ExtraLight;a;2;14;11;15
slab serif;CamingoSlab™;CamingoSlab Pro ExtraLight;H;1;25;28;0
slab serif;CamingoSlab™;CamingoSlab Pro ExtraLight;k;1;18;20;4
slab serif;CamingoSlab™;CamingoSlab Pro ExtraLight;o;2;6;0;19
slab serif;CamingoSlab™;CamingoSlab Pro ExtraLight;p;2;11;14;10
slab serif;CamingoSlab™;CamingoSlab Pro ExtraLight;x;1;22;24;8
slab serif;CamingoSlab™;CamingoSlab Pro Light Italic;a;2;14;9;15
slab serif;CamingoSlab™;CamingoSlab Pro Light Italic;H;1;23;28;5
slab serif;CamingoSlab™;CamingoSlab Pro Light Italic;k;1;13;14;4
slab serif;CamingoSlab™;CamingoSlab Pro Light Italic;o;2;5;0;16
slab serif;CamingoSlab™;CamingoSlab Pro Light Italic;p;2;10;11;12
slab serif;CamingoSlab™;CamingoSlab Pro Light Italic;x;1;12;12;8
slab serif;CamingoSlab™;CamingoSlab Pro Light;a;2;14;11;11
slab serif;CamingoSlab™;CamingoSlab Pro Light;H;1;19;28;6
slab serif;CamingoSlab™;CamingoSlab Pro Light;k;1;16;20;5
slab serif;CamingoSlab™;CamingoSlab Pro Light;o;2;8;0;12
slab serif;CamingoSlab™;CamingoSlab Pro Light;p;2;11;13;11
slab serif;CamingoSlab™;CamingoSlab Pro Light;x;1;21;24;11
slab serif;CamingoSlab™;CamingoSlab Pro Regular Italic;a;3;8;9;17
slab serif;CamingoSlab™;CamingoSlab Pro Regular Italic;H;1;28;28;0
slab serif;CamingoSlab™;CamingoSlab Pro Regular Italic;k;1;14;14;4
slab serif;CamingoSlab™;CamingoSlab Pro Regular Italic;o;2;7;0;18
slab serif;CamingoSlab™;CamingoSlab Pro Regular Italic;p;2;10;10;13
slab serif;CamingoSlab™;CamingoSlab Pro Regular Italic;x;1;11;14;5
slab serif;CamingoSlab™;CamingoSlab Pro Regular;a;2;12;12;11
slab serif;CamingoSlab™;CamingoSlab Pro Regular;H;1;27;28;0
slab serif;CamingoSlab™;CamingoSlab Pro Regular;k;1;16;20;8
slab serif;CamingoSlab™;CamingoSlab Pro Regular;o;2;7;0;14
slab serif;CamingoSlab™;CamingoSlab Pro Regular;p;2;12;13;9
slab serif;CamingoSlab™;CamingoSlab Pro Regular;x;1;21;24;10
slab serif;CamingoSlab™;CamingoSlab Pro SemiBold Italic;a;2;9;8;16
slab serif;CamingoSlab™;CamingoSlab Pro SemiBold Italic;H;1;26;28;2
slab serif;CamingoSlab™;CamingoSlab Pro SemiBold Italic;k;1;13;14;3
slab serif;CamingoSlab™;CamingoSlab Pro SemiBold Italic;o;2;6;0;17
slab serif;CamingoSlab™;CamingoSlab Pro SemiBold Italic;p;2;11;11;11
slab serif;CamingoSlab™;CamingoSlab Pro SemiBold Italic;x;1;12;14;5
slab serif;CamingoSlab™;CamingoSlab Pro SemiBold;a;2;10;12;14
slab serif;CamingoSlab™;CamingoSlab Pro SemiBold;H;1;24;28;3
slab serif;CamingoSlab™;CamingoSlab Pro SemiBold;k;1;17;20;5
slab serif;CamingoSlab™;CamingoSlab Pro SemiBold;o;2;7;0;12
slab serif;CamingoSlab™;CamingoSlab Pro SemiBold;p;2;12;13;9
slab serif;CamingoSlab™;CamingoSlab Pro SemiBold;x;1;23;24;6
slab serif;CamingoSlab™;CamingoSlab Regular Italic;a;3;8;9;17
slab serif;CamingoSlab™;CamingoSlab Regular Italic;H;1;28;28;0
slab serif;CamingoSlab™;CamingoSlab Regular Italic;k;1;14;14;4
slab serif;CamingoSlab™;CamingoSlab Regular Italic;o;2;7;0;18
slab serif;CamingoSlab™;CamingoSlab Regular Italic;p;2;10;10;13
slab serif;CamingoSlab™;CamingoSlab Regular Italic;x;1;11;14;5
slab serif;CamingoSlab™;CamingoSlab Regular;a;2;12;12;11
slab serif;CamingoSlab™;CamingoSlab Regular;H;1;27;28;0
slab serif;CamingoSlab™;CamingoSlab Regular;k;1;16;20;8
slab serif;CamingoSlab™;CamingoSlab Regular;o;2;7;0;14
slab serif;CamingoSlab™;CamingoSlab Regular;p;2;12;13;9
slab serif;CamingoSlab™;CamingoSlab Regular;x;1;21;24;10
slab serif;CamingoSlab™;CamingoSlab SemiBold Italic;a;2;9;8;16
slab serif;CamingoSlab™;CamingoSlab SemiBold Italic;H;1;26;28;2
slab serif;CamingoSlab™;CamingoSlab SemiBold Italic;k;1;13;14;3
slab serif;CamingoSlab™;CamingoSlab SemiBold Italic;o;2;6;0;17
slab serif;CamingoSlab™;CamingoSlab SemiBold Italic;p;2;11;11;11
slab serif;CamingoSlab™;CamingoSlab SemiBold Italic;x;1;12;14;5
slab serif;CamingoSlab™;CamingoSlab SemiBold;a;2;10;12;14
slab serif;CamingoSlab™;CamingoSlab SemiBold;H;1;24;28;3
slab serif;CamingoSlab™;CamingoSlab SemiBold;k;1;17;20;5
slab serif;CamingoSlab™;CamingoSlab SemiBold;o;2;7;0;12
slab serif;CamingoSlab™;CamingoSlab SemiBold;p;2;12;13;9
slab serif;CamingoSlab™;CamingoSlab SemiBold;x;1;23;24;6
slab serif;Carnival;Carnival Regular;a;2;9;3;28
slab serif;Carnival;Carnival Regular;H;1;21;18;11
slab serif;Carnival;Carnival Regular;k;1;16;16;12
slab serif;Carnival;Carnival Regular;o;2;7;0;18
slab serif;Carnival;Carnival Regular;p;2;11;7;14
slab serif;Carnival;Carnival Regular;x;1;20;15;19
slab serif;Carollo Playscript;Carollo Playscript Black Italic;a;2;4;4;13
slab serif;Carollo Playscript;Carollo Playscript Black Italic;H;1;17;23;6
slab serif;Carollo Playscript;Carollo Playscript Black Italic;k;2;3;5;10
slab serif;Carollo Playscript;Carollo Playscript Black Italic;o;2;4;0;11
slab serif;Carollo Playscript;Carollo Playscript Black Italic;p;2;3;7;10
