category;family;style;glyph;regions;straights;angles;curves
slab serif;Kate Slab;Kate Slab 100 Thin Italic;H;1;20;20;6
slab serif;Kate Slab;Kate Slab 100 Thin Italic;k;1;9;10;5
slab serif;Kate Slab;Kate Slab 100 Thin Italic;o;2;9;0;18
slab serif;Kate Slab;Kate Slab 100 Thin Italic;p;2;9;9;13
slab serif;Kate Slab;Kate Slab 100 Thin Italic;x;1;20;20;6
slab serif;Kate Slab;Kate Slab 100 Thin;a;2;10;7;25
slab serif;Kate Slab;Kate Slab 100 Thin;H;1;18;20;0
slab serif;Kate Slab;Kate Slab 100 Thin;k;1;16;16;3
slab serif;Kate Slab;Kate Slab 100 Thin;o;2;9;0;23
slab serif;Kate Slab;Kate Slab 100 Thin;p;2;11;12;13
slab serif;Kate Slab;Kate Slab 100 Thin;x;1;20;20;6
slab serif;Kate Slab;Kate Slab 200 Extra Light Italic;a;2;15;8;18
slab serif;Kate Slab;Kate Slab 200 Extra Light Italic;H;1;20;20;4
slab serif;Kate Slab;Kate Slab 200 Extra Light Italic;k;1;12;12;6
slab serif;Kate Slab;Kate Slab 200 Extra Light Italic;o;2;9;0;22
slab serif;Kate Slab;Kate Slab 200 Extra Light Italic;p;2;14;12;14
slab serif;Kate Slab;Kate Slab 200 Extra Light Italic;x;1;24;24;7
slab serif;Kate Slab;Kate Slab 200 Extra Light;a;2;11;8;26
slab serif;Kate Slab;Kate Slab 200 Extra Light;H;1;18;20;0
slab serif;Kate Slab;Kate Slab 200 Extra Light;k;1;18;20;5
slab serif;Kate Slab;Kate Slab 200 Extra Light;o;2;10;0;20
slab serif;Kate Slab;Kate Slab 200 Extra Light;p;2;12;12;14
slab serif;Kate Slab;Kate Slab 200 Extra Light;x;1;24;24;7
slab serif;Kate Slab;Kate Slab 300 Light Italic;a;2;10;7;18
slab serif;Kate Slab;Kate Slab 300 Light Italic;H;1;28;28;4
slab serif;Kate Slab;Kate Slab 300 Light Italic;k;2;11;12;7
slab serif;Kate Slab;Kate Slab 300 Light Italic;o;2;9;0;22
slab serif;Kate Slab;Kate Slab 300 Light Italic;p;2;12;11;12
slab serif;Kate Slab;Kate Slab 300 Light Italic;x;1;22;24;8
slab serif;Kate Slab;Kate Slab 300 Light;a;2;9;7;25
slab serif;Kate Slab;Kate Slab 300 Light;H;1;25;28;0
slab serif;Kate Slab;Kate Slab 300 Light;k;1;19;20;4
slab serif;Kate Slab;Kate Slab 300 Light;o;2;7;0;19
slab serif;Kate Slab;Kate Slab 300 Light;p;2;11;12;14
slab serif;Kate Slab;Kate Slab 300 Light;x;1;22;24;8
slab serif;Kate Slab;Kate Slab 350 Semi Light Italic;a;2;11;8;19
slab serif;Kate Slab;Kate Slab 350 Semi Light Italic;H;1;24;28;6
slab serif;Kate Slab;Kate Slab 350 Semi Light Italic;k;1;10;12;7
slab serif;Kate Slab;Kate Slab 350 Semi Light Italic;o;2;8;0;20
slab serif;Kate Slab;Kate Slab 350 Semi Light Italic;p;3;10;12;14
slab serif;Kate Slab;Kate Slab 350 Semi Light Italic;x;1;16;25;11
slab serif;Kate Slab;Kate Slab 350 Semi Light;a;2;9;7;25
slab serif;Kate Slab;Kate Slab 350 Semi Light;H;1;23;28;2
slab serif;Kate Slab;Kate Slab 350 Semi Light;k;1;16;19;5
slab serif;Kate Slab;Kate Slab 350 Semi Light;o;2;10;0;21
slab serif;Kate Slab;Kate Slab 350 Semi Light;p;2;10;12;12
slab serif;Kate Slab;Kate Slab 350 Semi Light;x;1;23;24;10
slab serif;Kate Slab;Kate Slab 400 Regular Italic;a;2;10;8;20
slab serif;Kate Slab;Kate Slab 400 Regular Italic;H;1;26;28;6
slab serif;Kate Slab;Kate Slab 400 Regular Italic;k;1;10;12;7
slab serif;Kate Slab;Kate Slab 400 Regular Italic;o;2;9;0;19
slab serif;Kate Slab;Kate Slab 400 Regular Italic;p;2;10;12;14
slab serif;Kate Slab;Kate Slab 400 Regular Italic;x;1;16;24;14
slab serif;Kate Slab;Kate Slab 400 Regular;a;2;8;7;23
slab serif;Kate Slab;Kate Slab 400 Regular;H;1;24;28;2
slab serif;Kate Slab;Kate Slab 400 Regular;k;1;17;20;5
slab serif;Kate Slab;Kate Slab 400 Regular;o;2;9;0;22
slab serif;Kate Slab;Kate Slab 400 Regular;p;2;12;12;14
slab serif;Kate Slab;Kate Slab 400 Regular;x;1;22;25;12
slab serif;Kate Slab;Kate Slab 500 Medium Italic;a;2;9;8;20
slab serif;Kate Slab;Kate Slab 500 Medium Italic;H;1;24;28;5
slab serif;Kate Slab;Kate Slab 500 Medium Italic;k;1;10;12;7
slab serif;Kate Slab;Kate Slab 500 Medium Italic;o;2;9;0;20
slab serif;Kate Slab;Kate Slab 500 Medium Italic;p;2;9;12;14
slab serif;Kate Slab;Kate Slab 500 Medium Italic;x;1;18;26;10
slab serif;Kate Slab;Kate Slab 500 Medium;a;2;10;8;19
slab serif;Kate Slab;Kate Slab 500 Medium;H;1;26;28;0
slab serif;Kate Slab;Kate Slab 500 Medium;k;1;18;20;5
slab serif;Kate Slab;Kate Slab 500 Medium;o;2;6;0;20
slab serif;Kate Slab;Kate Slab 500 Medium;p;2;12;12;11
slab serif;Kate Slab;Kate Slab 500 Medium;x;1;26;26;10
slab serif;Kate Slab;Kate Slab 600 Semi Bold Italic;a;2;8;8;19
slab serif;Kate Slab;Kate Slab 600 Semi Bold Italic;H;1;27;27;4
slab serif;Kate Slab;Kate Slab 600 Semi Bold Italic;k;1;10;12;6
slab serif;Kate Slab;Kate Slab 600 Semi Bold Italic;o;2;4;0;22
slab serif;Kate Slab;Kate Slab 600 Semi Bold Italic;p;2;7;10;15
slab serif;Kate Slab;Kate Slab 600 Semi Bold Italic;x;1;12;25;13
slab serif;Kate Slab;Kate Slab 600 Semi Bold;a;2;9;7;18
slab serif;Kate Slab;Kate Slab 600 Semi Bold;H;1;26;28;0
slab serif;Kate Slab;Kate Slab 600 Semi Bold;k;1;17;20;6
slab serif;Kate Slab;Kate Slab 600 Semi Bold;o;2;7;0;19
slab serif;Kate Slab;Kate Slab 600 Semi Bold;p;2;9;11;12
slab serif;Kate Slab;Kate Slab 600 Semi Bold;x;1;22;24;8
slab serif;Kate Slab;Kate Slab 700 Bold Italic;a;2;7;7;18
slab serif;Kate Slab;Kate Slab 700 Bold Italic;H;1;24;27;4
slab serif;Kate Slab;Kate Slab 700 Bold Italic;k;2;12;13;7
slab serif;Kate Slab;Kate Slab 700 Bold Italic;o;2;6;0;18
slab serif;Kate Slab;Kate Slab 700 Bold Italic;p;2;9;10;11
slab serif;Kate Slab;Kate Slab 700 Bold Italic;x;1;15;24;10
slab serif;Kate Slab;Kate Slab 700 Bold;a;2;10;7;16
slab serif;Kate Slab;Kate Slab 700 Bold;H;1;23;28;4
slab serif;Kate Slab;Kate Slab 700 Bold;k;1;18;20;4
slab serif;Kate Slab;Kate Slab 700 Bold;o;2;10;0;19
slab serif;Kate Slab;Kate Slab 700 Bold;p;2;11;12;13
slab serif;Kate Slab;Kate Slab 700 Bold;x;1;20;24;7
slab serif;Kate Slab;Kate Slab 800 Extra Bold Italic;a;3;8;8;16
slab serif;Kate Slab;Kate Slab 800 Extra Bold Italic;H;1;23;27;4
slab serif;Kate Slab;Kate Slab 800 Extra Bold Italic;k;1;9;13;7
slab serif;Kate Slab;Kate Slab 800 Extra Bold Italic;o;2;8;0;15
slab serif;Kate Slab;Kate Slab 800 Extra Bold Italic;p;2;8;11;11
slab serif;Kate Slab;Kate Slab 800 Extra Bold Italic;x;1;14;22;12
slab serif;Kate Slab;Kate Slab 800 Extra Bold;a;2;8;9;14
slab serif;Kate Slab;Kate Slab 800 Extra Bold;H;1;24;26;2
slab serif;Kate Slab;Kate Slab 800 Extra Bold;k;1;16;19;6
slab serif;Kate Slab;Kate Slab 800 Extra Bold;o;2;6;0;17
slab serif;Kate Slab;Kate Slab 800 Extra Bold;p;2;7;10;12
slab serif;Kate Slab;Kate Slab 800 Extra Bold;x;1;17;24;7
slab serif;Kate Slab;Kate Slab 850 Heavy Italic;a;3;6;8;16
slab serif;Kate Slab;Kate Slab 850 Heavy Italic;H;1;23;28;5
slab serif;Kate Slab;Kate Slab 850 Heavy Italic;k;1;10;13;8
slab serif;Kate Slab;Kate Slab 850 Heavy Italic;o;2;7;0;15
slab serif;Kate Slab;Kate Slab 850 Heavy Italic;p;2;8;10;12
slab serif;Kate Slab;Kate Slab 850 Heavy Italic;x;1;18;25;9
slab serif;Kate Slab;Kate Slab 850 Heavy;a;2;7;7;13
slab serif;Kate Slab;Kate Slab 850 Heavy;H;1;23;28;3
slab serif;Kate Slab;Kate Slab 850 Heavy;k;1;16;19;5
slab serif;Kate Slab;Kate Slab 850 Heavy;o;2;6;0;14
slab serif;Kate Slab;Kate Slab 850 Heavy;p;2;6;9;11
slab serif;Kate Slab;Kate Slab 850 Heavy;x;1;21;24;7
slab serif;Kate Slab;Kate Slab 900 Black Italic;a;3;5;7;12
slab serif;Kate Slab;Kate Slab 900 Black Italic;H;1;22;28;3
slab serif;Kate Slab;Kate Slab 900 Black Italic;k;2;9;13;5
slab serif;Kate Slab;Kate Slab 900 Black Italic;o;2;7;0;16
slab serif;Kate Slab;Kate Slab 900 Black Italic;p;2;6;12;11
slab serif;Kate Slab;Kate Slab 900 Black Italic;x;1;11;21;10
slab serif;Kate Slab;Kate Slab 900 Black;a;2;6;7;13
slab serif;Kate Slab;Kate Slab 900 Black;H;1;22;27;4
slab serif;Kate Slab;Kate Slab 900 Black;k;1;16;20;6
slab serif;Kate Slab;Kate Slab 900 Black;o;2;4;0;16
slab serif;Kate Slab;Kate Slab 900 Black;p;2;6;10;13
slab serif;Kate Slab;Kate Slab 900 Black;x;1;21;24;8
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 100 Thin Italic;a;2;12;7;20
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 100 Thin Italic;H;1;20;20;0
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 100 Thin Italic;k;1;9;9;5
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 100 Thin Italic;o;2;7;0;19
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 100 Thin Italic;p;2;11;9;14
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 100 Thin Italic;x;1;21;20;8
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 100 Thin;a;2;14;6;23
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 100 Thin;H;1;18;20;0
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 100 Thin;k;1;12;13;5
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 100 Thin;o;2;10;0;20
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 100 Thin;p;2;9;9;13
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 100 Thin;x;1;19;20;7
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 200 Extra Light Italic;a;2;13;8;16
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 200 Extra Light Italic;H;1;20;20;2
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 200 Extra Light Italic;k;1;12;12;5
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 200 Extra Light Italic;o;2;10;0;16
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 200 Extra Light Italic;p;2;13;12;13
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 200 Extra Light Italic;x;1;24;24;6
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 200 Extra Light;a;2;15;9;23
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 200 Extra Light;H;1;18;20;0
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 200 Extra Light;k;1;18;20;3
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 200 Extra Light;o;2;12;0;18
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 200 Extra Light;p;2;13;12;16
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 200 Extra Light;x;1;23;24;7
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 300 Light Italic;a;3;11;8;16
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 300 Light Italic;H;1;28;28;3
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 300 Light Italic;k;1;12;12;5
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 300 Light Italic;o;2;10;0;15
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 300 Light Italic;p;2;12;11;14
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 300 Light Italic;x;1;18;24;9
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 300 Light;a;2;11;9;19
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 300 Light;H;1;25;28;2
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 300 Light;k;1;18;20;4
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 300 Light;o;2;10;0;20
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 300 Light;p;2;10;12;15
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 300 Light;x;1;23;24;6
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 350 Semi Light Italic;a;3;13;8;16
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 350 Semi Light Italic;H;1;26;27;4
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 350 Semi Light Italic;k;2;12;12;6
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 350 Semi Light Italic;o;2;7;0;21
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 350 Semi Light Italic;p;2;10;12;15
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 350 Semi Light Italic;x;1;21;25;8
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 350 Semi Light;a;2;11;7;21
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 350 Semi Light;H;1;23;28;2
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 350 Semi Light;k;1;15;20;5
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 350 Semi Light;o;2;10;0;23
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 350 Semi Light;p;2;12;12;13
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 350 Semi Light;x;1;21;24;6
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 400 Regular Italic;a;2;11;8;17
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 400 Regular Italic;H;1;27;28;3
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 400 Regular Italic;k;1;9;11;7
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 400 Regular Italic;o;2;9;0;17
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 400 Regular Italic;p;2;12;12;12
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 400 Regular Italic;x;1;17;24;11
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 400 Regular;a;2;11;7;19
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 400 Regular;H;1;23;28;2
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 400 Regular;k;1;16;19;6
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 400 Regular;o;2;12;0;19
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 400 Regular;p;2;8;12;12
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 400 Regular;x;1;22;24;6
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 500 Medium Italic;a;2;9;7;17
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 500 Medium Italic;H;1;22;28;5
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 500 Medium Italic;k;1;11;12;4
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 500 Medium Italic;o;2;8;0;17
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 500 Medium Italic;p;2;6;10;15
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 500 Medium Italic;x;1;16;24;11
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 500 Medium;a;2;10;8;20
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 500 Medium;H;1;24;27;2
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 500 Medium;k;1;18;20;4
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 500 Medium;o;2;5;0;19
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 500 Medium;p;2;9;10;12
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 500 Medium;x;1;24;24;10
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 600 Semi Bold Italic;a;2;9;7;17
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 600 Semi Bold Italic;H;1;23;28;4
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 600 Semi Bold Italic;k;1;9;12;8
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 600 Semi Bold Italic;o;2;7;0;19
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 600 Semi Bold Italic;p;2;5;10;14
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 600 Semi Bold Italic;x;1;17;26;14
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 600 Semi Bold;a;2;11;8;20
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 600 Semi Bold;H;1;24;27;0
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 600 Semi Bold;k;1;16;19;6
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 600 Semi Bold;o;2;5;0;19
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 600 Semi Bold;p;2;11;12;14
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 600 Semi Bold;x;1;20;24;6
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 700 Bold Italic;a;2;9;7;18
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 700 Bold Italic;H;1;25;28;5
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 700 Bold Italic;k;1;11;12;10
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 700 Bold Italic;o;2;6;0;17
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 700 Bold Italic;p;2;10;12;12
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 700 Bold Italic;x;1;18;24;10
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 700 Bold;a;2;10;7;15
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 700 Bold;H;1;21;28;5
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 700 Bold;k;1;18;19;4
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 700 Bold;o;2;8;0;16
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 700 Bold;p;2;11;11;11
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 700 Bold;x;1;22;24;6
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 800 Extra Bold Italic;a;2;7;7;15
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 800 Extra Bold Italic;H;1;24;27;4
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 800 Extra Bold Italic;k;1;11;13;9
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 800 Extra Bold Italic;o;2;3;0;16
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 800 Extra Bold Italic;p;2;8;11;8
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 800 Extra Bold Italic;x;1;14;24;11
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 800 Extra Bold;a;2;11;11;13
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 800 Extra Bold;H;1;23;28;4
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 800 Extra Bold;k;1;17;20;5
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 800 Extra Bold;o;2;5;0;13
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 800 Extra Bold;p;2;8;11;12
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 800 Extra Bold;x;1;19;24;9
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 850 Heavy Italic;a;2;9;8;13
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 850 Heavy Italic;H;1;22;28;6
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 850 Heavy Italic;k;1;12;13;6
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 850 Heavy Italic;o;2;5;0;14
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 850 Heavy Italic;p;2;7;12;9
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 850 Heavy Italic;x;1;17;24;10
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 850 Heavy;a;2;11;11;12
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 850 Heavy;H;1;23;28;4
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 850 Heavy;k;1;18;19;5
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 850 Heavy;o;2;5;2;9
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 850 Heavy;p;2;6;10;12
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 850 Heavy;x;1;21;24;5
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 900 Black Italic;a;2;8;8;13
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 900 Black Italic;H;1;24;28;4
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 900 Black Italic;k;1;9;13;7
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 900 Black Italic;o;2;4;1;11
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 900 Black Italic;p;2;8;11;10
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 900 Black Italic;x;1;13;23;10
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 900 Black;a;2;9;12;11
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 900 Black;H;1;23;28;3
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 900 Black;k;1;16;19;5
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 900 Black;o;2;4;1;11
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 900 Black;p;2;7;11;9
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 900 Black;x;1;22;24;7
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 100 Thin Italic;a;2;11;6;16
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 100 Thin Italic;H;1;20;20;0
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 100 Thin Italic;k;1;8;9;5
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 100 Thin Italic;o;2;8;0;18
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 100 Thin Italic;p;2;14;10;14
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 100 Thin Italic;x;1;15;16;6
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 100 Thin;a;2;16;9;14
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 100 Thin;H;1;18;20;0
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 100 Thin;k;1;13;14;2
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 100 Thin;o;2;9;0;19
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 100 Thin;p;2;13;10;10
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 100 Thin;x;1;16;16;4
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 200 Extra Light Italic;a;2;18;8;13
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 200 Extra Light Italic;H;1;20;20;0
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 200 Extra Light Italic;k;1;10;12;5
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 200 Extra Light Italic;o;2;10;0;18
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 200 Extra Light Italic;p;2;10;11;14
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 200 Extra Light Italic;x;1;24;24;6
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 200 Extra Light;a;2;18;10;17
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 200 Extra Light;H;1;18;20;0
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 200 Extra Light;k;1;13;14;2
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 200 Extra Light;o;2;9;0;16
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 200 Extra Light;p;2;14;11;13
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 200 Extra Light;x;1;23;24;4
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 300 Light Italic;a;2;11;9;17
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 300 Light Italic;H;1;28;28;2
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 300 Light Italic;k;1;11;12;4
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 300 Light Italic;o;2;6;0;18
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 300 Light Italic;p;2;14;13;12
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 300 Light Italic;x;1;24;24;6
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 300 Light;a;2;14;10;19
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 300 Light;H;1;25;28;0
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 300 Light;k;1;17;20;3
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 300 Light;o;2;10;0;18
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 300 Light;p;2;13;13;10
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 300 Light;x;1;23;24;5
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 350 Semi Light Italic;a;2;11;8;19
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 350 Semi Light Italic;H;1;24;28;3
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 350 Semi Light Italic;k;1;11;12;4
