Category;Family;Style;Connections;Average connections
slab serif;Geometric Slabserif 703;Geometric Slabserif 703 Medium;0;
slab serif;GHEA Aram;GHEA Aram Black Italic;1;
slab serif;GHEA Aram;GHEA Aram Black;0;
slab serif;GHEA Aram;GHEA Aram Bold Italic;1;
slab serif;GHEA Aram;GHEA Aram Bold;0;
slab serif;GHEA Aram;GHEA Aram Demi Bold Italic;1;
slab serif;GHEA Aram;GHEA Aram Demi Bold;0;
slab serif;GHEA Aram;GHEA Aram Extra Bold Italic;1;
slab serif;GHEA Aram;GHEA Aram Extra Bold;0;
slab serif;GHEA Aram;GHEA Aram Extra Light Italic;0;
slab serif;GHEA Aram;GHEA Aram Extra Light;0;
slab serif;GHEA Aram;GHEA Aram Heavy Italic;1;
slab serif;GHEA Aram;GHEA Aram Heavy;0;
slab serif;GHEA Aram;GHEA Aram Italic;1;
slab serif;GHEA Aram;GHEA Aram Light Italic;0;
slab serif;GHEA Aram;GHEA Aram Light;0;
slab serif;GHEA Aram;GHEA Aram Medium Italic;1;
slab serif;GHEA Aram;GHEA Aram Medium;0;
slab serif;GHEA Aram;GHEA Aram Regular;0;
slab serif;GHEA Aram;GHEA Aram Semi Bold Italic;1;
slab serif;GHEA Aram;GHEA Aram Semi Bold;0;
slab serif;GHEA Samo;GHEA Samo Bold Italic;0;
slab serif;GHEA Samo;GHEA Samo Bold;0;
slab serif;GHEA Samo;GHEA Samo Demi Bold Italic;0;
slab serif;GHEA Samo;GHEA Samo Demi Bold;0;
slab serif;GHEA Samo;GHEA Samo Extra Bold Italic;0;
slab serif;GHEA Samo;GHEA Samo Extra Bold;0;
slab serif;GHEA Samo;GHEA Samo Italic;0;
slab serif;GHEA Samo;GHEA Samo Medium Italic;0;
slab serif;GHEA Samo;GHEA Samo Medium;0;
slab serif;GHEA Samo;GHEA Samo Regular;0;
slab serif;GHEA Samo;GHEA Samo Semi Bold Italic;0;
slab serif;GHEA Samo;GHEA Samo Semi Bold;0;
slab serif;Gigantic;Gigantic Regular;4;
slab serif;Gimbal Egyptian;Gimbal Egyptian Bold Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Bold;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Book Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Book;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Compressed Bold Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Compressed Bold;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Compressed Book Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Compressed Book;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Compressed Heavy Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Compressed Heavy;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Compressed Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Compressed Light Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Compressed Light;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Compressed Medium Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Compressed Medium;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Compressed Regular;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Condensed Bold Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Condensed Bold;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Condensed Book Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Condensed Book;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Condensed Heavy Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Condensed Heavy;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Condensed Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Condensed Light Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Condensed Light;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Condensed Medium Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Condensed Medium;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Condensed Regular;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Extended Bold Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Extended Bold;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Extended Book Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Extended Book;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Extended Heavy Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Extended Heavy;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Extended Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Extended Light Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Extended Light;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Extended Medium Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Extended Medium;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Extended Regular;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Heavy Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Heavy;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Light Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Light;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Medium Italic;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Medium;0;
slab serif;Gimbal Egyptian;Gimbal Egyptian Regular;0;
slab serif;Glory Migella;Glory Migella Italic;0;
slab serif;Glory Migella;Glory Migella Regular;0;
slab serif;Godan;Godan Black Italic;0;
slab serif;Godan;Godan Black;0;
slab serif;Godan;Godan Bold Italic;0;
slab serif;Godan;Godan Bold;0;
slab serif;Godan;Godan Italic;0;
slab serif;Godan;Godan Light Italic;0;
slab serif;Godan;Godan Light;0;
slab serif;Godan;Godan Regular;0;
slab serif;Godan;Godan Thin Italic;0;
slab serif;Godan;Godan Thin;0;
slab serif;Granic;Granic Sans Bold Italic;0;
slab serif;Granic;Granic Sans Bold;0;
slab serif;Granic;Granic Sans Light Italic;0;
slab serif;Granic;Granic Sans Light;0;
slab serif;Granic;Granic Sans Medium Italic;0;
slab serif;Granic;Granic Sans Medium;0;
slab serif;Granic;Granic Slab Bold Italic;0;
slab serif;Granic;Granic Slab Bold;0;
slab serif;Granic;Granic Slab Light Italic;0;
slab serif;Granic;Granic Slab Light;0;
slab serif;Granic;Granic Slab Medium Italic;0;
slab serif;Granic;Granic Slab Medium;0;
slab serif;Gravitica Slab;Gravitica Slab Black Italic;0;
slab serif;Gravitica Slab;Gravitica Slab Black;0;
slab serif;Gravitica Slab;Gravitica Slab Bold Italic;0;
slab serif;Gravitica Slab;Gravitica Slab Bold;0;
slab serif;Gravitica Slab;Gravitica Slab Demi Bold Italic;0;
slab serif;Gravitica Slab;Gravitica Slab Demi Bold;0;
slab serif;Gravitica Slab;Gravitica Slab Extra Bold Italic;0;
slab serif;Gravitica Slab;Gravitica Slab Extra Bold;0;
slab serif;Gravitica Slab;Gravitica Slab Extra Light Italic;0;
slab serif;Gravitica Slab;Gravitica Slab Extra Light;0;
slab serif;Gravitica Slab;Gravitica Slab Light Demo;0;
slab serif;Gravitica Slab;Gravitica Slab Light Italic;0;
slab serif;Gravitica Slab;Gravitica Slab Light;0;
slab serif;Gravitica Slab;Gravitica Slab Medium Italic;0;
slab serif;Gravitica Slab;Gravitica Slab Medium;0;
slab serif;Gravitica Slab;Gravitica Slab Patterned;0;
slab serif;Gravitica Slab;Gravitica Slab Regular Italic;0;
slab serif;Gravitica Slab;Gravitica Slab Regular;0;
slab serif;Great Brington;Great Brington Regular;0;
slab serif;Grenale Slab™;Grenale Slab Con Black Italic;0;
slab serif;Grenale Slab™;Grenale Slab Con Black;0;
slab serif;Grenale Slab™;Grenale Slab Con Bold Italic;0;
slab serif;Grenale Slab™;Grenale Slab Con Bold;0;
slab serif;Grenale Slab™;Grenale Slab Con Book Italic;0;
slab serif;Grenale Slab™;Grenale Slab Con Book;0;
slab serif;Grenale Slab™;Grenale Slab Con Demi Italic;0;
slab serif;Grenale Slab™;Grenale Slab Con Demi;0;
slab serif;Grenale Slab™;Grenale Slab Con Light Italic;0;
slab serif;Grenale Slab™;Grenale Slab Con Light;0;
slab serif;Grenale Slab™;Grenale Slab Con Medium Italic;0;
slab serif;Grenale Slab™;Grenale Slab Con Medium;0;
slab serif;Grenale Slab™;Grenale Slab Con Regular Italic;0;
slab serif;Grenale Slab™;Grenale Slab Con Regular;0;
slab serif;Grenale Slab™;Grenale Slab Con Thin Italic;0;
slab serif;Grenale Slab™;Grenale Slab Con Thin;0;
slab serif;Grenale Slab™;Grenale Slab Ext Black Italic;0;
slab serif;Grenale Slab™;Grenale Slab Ext Black;0;
slab serif;Grenale Slab™;Grenale Slab Ext Bold Italic;0;
slab serif;Grenale Slab™;Grenale Slab Ext Bold;0;
slab serif;Grenale Slab™;Grenale Slab Ext Book Italic;0;
slab serif;Grenale Slab™;Grenale Slab Ext Book;0;
slab serif;Grenale Slab™;Grenale Slab Ext Demi Italic;0;
slab serif;Grenale Slab™;Grenale Slab Ext Demi;0;
slab serif;Grenale Slab™;Grenale Slab Ext Light Italic;0;
slab serif;Grenale Slab™;Grenale Slab Ext Light;0;
slab serif;Grenale Slab™;Grenale Slab Ext Medium Italic;0;
slab serif;Grenale Slab™;Grenale Slab Ext Medium;0;
slab serif;Grenale Slab™;Grenale Slab Ext Regular Italic;0;
slab serif;Grenale Slab™;Grenale Slab Ext Regular;0;
slab serif;Grenale Slab™;Grenale Slab Ext Thin Italic;0;
slab serif;Grenale Slab™;Grenale Slab Ext Thin;0;
slab serif;Grenale Slab™;Grenale Slab Nor Black Italic;0;
slab serif;Grenale Slab™;Grenale Slab Nor Black;0;
slab serif;Grenale Slab™;Grenale Slab Nor Bold Italic;0;
slab serif;Grenale Slab™;Grenale Slab Nor Bold;0;
slab serif;Grenale Slab™;Grenale Slab Nor Book Italic;0;
slab serif;Grenale Slab™;Grenale Slab Nor Book;0;
slab serif;Grenale Slab™;Grenale Slab Nor Demi Italic;0;
slab serif;Grenale Slab™;Grenale Slab Nor Demi;0;
slab serif;Grenale Slab™;Grenale Slab Nor Light Italic;0;
slab serif;Grenale Slab™;Grenale Slab Nor Light;0;
slab serif;Grenale Slab™;Grenale Slab Nor Medium Italic;0;
slab serif;Grenale Slab™;Grenale Slab Nor Medium;0;
slab serif;Grenale Slab™;Grenale Slab Nor Regular Italic;0;
slab serif;Grenale Slab™;Grenale Slab Nor Regular;0;
slab serif;Grenale Slab™;Grenale Slab Nor Thin Italic;0;
slab serif;Grenale Slab™;Grenale Slab Nor Thin;0;
slab serif;Halvan;Halvan Bold Italic;0;
slab serif;Halvan;Halvan Bold;0;
slab serif;Halvan;Halvan Italic;0;
slab serif;Halvan;Halvan Small Caps;0;
slab serif;Halvan;Halvan;0;
slab serif;Handel Slab;Handel Slab Bold Italic;0;
slab serif;Handel Slab;Handel Slab Bold;0;
slab serif;Handel Slab;Handel Slab Light Italic;0;
slab serif;Handel Slab;Handel Slab Light;0;
slab serif;Handel Slab;Handel Slab Medium Italic;0;
slab serif;Handel Slab;Handel Slab Medium;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Black Italic;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Black;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Bold Italic;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Bold;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Extra Light Italic;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Extra Light;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Hair Italic;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Hair;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Light Italic;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Light;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Medium Italic;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Medium;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Regular Italic;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Regular;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Thin Italic;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Thin;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Ultra Italic;0;
slab serif;Harrison Serif Pro;Harrison Serif Pro Ultra;0;
slab serif;Hattori;Hattori Bold;0;
slab serif;Hattori;Hattori Regular;0;
slab serif;Hattori;Hattori Slant;0;
slab serif;Haylurker;Haylurker Regular;0;
slab serif;Haylurker;Haylurker Small Caps;0;
slab serif;Helter Slab;Helter Slab Regular;0;
slab serif;Herradura;Herradura Inline Shadowed;0;
slab serif;Herradura;Herradura Inline;0;
slab serif;Herradura;Herradura Light Shadowed;0;
slab serif;Herradura;Herradura Light;0;
slab serif;Herradura;Herradura Outline Shadowed;0;
slab serif;Herradura;Herradura Outline;0;
slab serif;Herradura;Herradura Solid Shadowed;0;
slab serif;Herradura;Herradura Solid;0;
slab serif;Hilton Serif™;Hilton Serif;1;
slab serif;History Love;History Love Extras;1;
slab serif;History Love;History Love Regular;4;
slab serif;Homenko;Homenko Bold Italic;0;
slab serif;Homenko;Homenko Bold;0;
slab serif;Homenko;Homenko Italic;1;
slab serif;Homenko;Homenko Regular;1;
slab serif;HU Storyserif;HU Storyserif Regular;0;
slab serif;Juan;Juan;0;
slab serif;Kafenia;Kafenia;1;
slab serif;Kairos Sans®;Kairos Sans Black Italic;0;
slab serif;Kairos Sans®;Kairos Sans Black;1;
slab serif;Kairos Sans®;Kairos Sans Bold Italic;0;
slab serif;Kairos Sans®;Kairos Sans Bold;0;
slab serif;Kairos Sans®;Kairos Sans Condensed Black Italic;1;
slab serif;Kairos Sans®;Kairos Sans Condensed Black;1;
slab serif;Kairos Sans®;Kairos Sans Condensed Bold Italic;0;
slab serif;Kairos Sans®;Kairos Sans Condensed Bold;0;
slab serif;Kairos Sans®;Kairos Sans Condensed ExtraBold Italic;0;
slab serif;Kairos Sans®;Kairos Sans Condensed ExtraBold;0;
slab serif;Kairos Sans®;Kairos Sans Condensed ExtraLight Italic;0;
slab serif;Kairos Sans®;Kairos Sans Condensed ExtraLight;0;
slab serif;Kairos Sans®;Kairos Sans Condensed Italic;0;
slab serif;Kairos Sans®;Kairos Sans Condensed Light Italic;0;
slab serif;Kairos Sans®;Kairos Sans Condensed Light;0;
slab serif;Kairos Sans®;Kairos Sans Condensed Medium Italic;0;
slab serif;Kairos Sans®;Kairos Sans Condensed Medium;0;
slab serif;Kairos Sans®;Kairos Sans Condensed Thin Italic;0;
slab serif;Kairos Sans®;Kairos Sans Condensed Thin;0;
slab serif;Kairos Sans®;Kairos Sans Condensed;0;
slab serif;Kairos Sans®;Kairos Sans Extended Black Italic;0;
slab serif;Kairos Sans®;Kairos Sans Extended Black;0;
slab serif;Kairos Sans®;Kairos Sans Extended Bold Italic;0;
slab serif;Kairos Sans®;Kairos Sans Extended Bold;0;
slab serif;Kairos Sans®;Kairos Sans Extended ExtraBold Italic;0;
slab serif;Kairos Sans®;Kairos Sans Extended ExtraBold;0;
slab serif;Kairos Sans®;Kairos Sans Extended ExtraLight Italic;0;
slab serif;Kairos Sans®;Kairos Sans Extended ExtraLight;0;
slab serif;Kairos Sans®;Kairos Sans Extended Italic;0;
slab serif;Kairos Sans®;Kairos Sans Extended Light Italic;0;
slab serif;Kairos Sans®;Kairos Sans Extended Light;0;
slab serif;Kairos Sans®;Kairos Sans Extended Medium Italic;0;
slab serif;Kairos Sans®;Kairos Sans Extended Medium;0;
slab serif;Kairos Sans®;Kairos Sans Extended Thin Italic;0;
slab serif;Kairos Sans®;Kairos Sans Extended Thin;0;
slab serif;Kairos Sans®;Kairos Sans Extended;0;
slab serif;Kairos Sans®;Kairos Sans ExtraBold Italic;0;
slab serif;Kairos Sans®;Kairos Sans ExtraBold;0;
slab serif;Kairos Sans®;Kairos Sans ExtraLight Italic;0;
slab serif;Kairos Sans®;Kairos Sans ExtraLight;0;
slab serif;Kairos Sans®;Kairos Sans Italic;0;
slab serif;Kairos Sans®;Kairos Sans Light Italic;0;
slab serif;Kairos Sans®;Kairos Sans Light;0;
slab serif;Kairos Sans®;Kairos Sans Medium Italic;0;
slab serif;Kairos Sans®;Kairos Sans Medium;0;
slab serif;Kairos Sans®;Kairos Sans Regular;0;
slab serif;Kairos Sans®;Kairos Sans Rough Bold Italic;0;
slab serif;Kairos Sans®;Kairos Sans Rough Bold;0;
slab serif;Kairos Sans®;Kairos Sans Rough Italic;0;
slab serif;Kairos Sans®;Kairos Sans Rough Regular;0;
slab serif;Kairos Sans®;Kairos Sans Thin Italic;0;
slab serif;Kairos Sans®;Kairos Sans Thin;0;
slab serif;Kairos Sans®;Kairos Sans Variable Italic;0;
slab serif;Kairos Sans®;Kairos Sans Variable Regular;0;
slab serif;Kalkal;Kalkal Inliner;0;
slab serif;Kalkal;Kalkal Regular;0;
slab serif;Kalkal;Kalkal Shadow Two;0;
slab serif;Kate Slab;Kate Slab 100 Thin Italic;0;
slab serif;Kate Slab;Kate Slab 100 Thin;0;
slab serif;Kate Slab;Kate Slab 200 Extra Light Italic;0;
slab serif;Kate Slab;Kate Slab 200 Extra Light;0;
slab serif;Kate Slab;Kate Slab 300 Light Italic;0;
slab serif;Kate Slab;Kate Slab 300 Light;0;
slab serif;Kate Slab;Kate Slab 350 Semi Light Italic;0;
slab serif;Kate Slab;Kate Slab 350 Semi Light;0;
slab serif;Kate Slab;Kate Slab 400 Regular Italic;0;
slab serif;Kate Slab;Kate Slab 400 Regular;0;
slab serif;Kate Slab;Kate Slab 500 Medium Italic;0;
slab serif;Kate Slab;Kate Slab 500 Medium;0;
slab serif;Kate Slab;Kate Slab 600 Semi Bold Italic;0;
slab serif;Kate Slab;Kate Slab 600 Semi Bold;0;
slab serif;Kate Slab;Kate Slab 700 Bold Italic;0;
slab serif;Kate Slab;Kate Slab 700 Bold;0;
slab serif;Kate Slab;Kate Slab 800 Extra Bold Italic;0;
slab serif;Kate Slab;Kate Slab 800 Extra Bold;0;
slab serif;Kate Slab;Kate Slab 850 Heavy Italic;0;
slab serif;Kate Slab;Kate Slab 850 Heavy;0;
slab serif;Kate Slab;Kate Slab 900 Black Italic;0;
slab serif;Kate Slab;Kate Slab 900 Black;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 100 Thin Italic;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 100 Thin;1;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 200 Extra Light Italic;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 200 Extra Light;1;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 300 Light Italic;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 300 Light;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 350 Semi Light Italic;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 350 Semi Light;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 400 Regular Italic;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 400 Regular;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 500 Medium Italic;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 500 Medium;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 600 Semi Bold Italic;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 600 Semi Bold;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 700 Bold Italic;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 700 Bold;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 800 Extra Bold Italic;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 800 Extra Bold;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 850 Heavy Italic;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 850 Heavy;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 900 Black Italic;0;
slab serif;Kate Slab Pro Expanded;Kate Slab Pro Expanded 900 Black;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 100 Thin Italic;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 100 Thin;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 200 Extra Light Italic;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 200 Extra Light;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 300 Light Italic;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 300 Light;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 350 Semi Light Italic;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 350 Semi Light;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 400 Regular Italic;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 400 Regular;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 500 Medium Italic;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 500 Medium;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 600 Semi Bold Italic;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 600 Semi Bold;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 700 Bold Italic;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 700 Bold;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 800 Extra Bold Italic;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 800 Extra Bold;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 850 Heavy Italic;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 850 Heavy;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 900 Black Italic;0;
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 900 Black;1;
slab serif;Kenwyn;Kenwyn Double Dot Oblique;0;
slab serif;Kenwyn;Kenwyn Double Dot Stencil Oblique;0;
slab serif;Kenwyn;Kenwyn Double Dot Stencil;0;
slab serif;Kenwyn;Kenwyn Double Dot;0;
slab serif;Kenwyn;Kenwyn Single Dot Oblique;0;
slab serif;Kenwyn;Kenwyn Single Dot Stencil Oblique;0;
slab serif;Kenwyn;Kenwyn Single Dot Stencil;0;
slab serif;Kenwyn;Kenwyn Single Dot;0;
slab serif;Kettering 105;Kettering 105 Bold Oblique;0;
slab serif;Kettering 105;Kettering 105 Bold;0;
slab serif;Kettering 105;Kettering 105 Book Oblique;0;
slab serif;Kettering 105;Kettering 105 Book;0;
slab serif;Kettering 105;Kettering 105 Heavy Oblique;0;
slab serif;Kettering 105;Kettering 105 Heavy;0;
slab serif;Kettering 105;Kettering 105 Light Oblique;0;
slab serif;Kettering 105;Kettering 105 Light;0;
slab serif;Kettering 105;Kettering 105 Thin Oblique;0;
slab serif;Kettering 105;Kettering 105 Thin;0;
slab serif;Kettering 205;Kettering 205 Bold Oblique;0;
slab serif;Kettering 205;Kettering 205 Bold;0;
slab serif;Kettering 205;Kettering 205 Book Oblique;0;
slab serif;Kettering 205;Kettering 205 Book;0;
slab serif;Kettering 205;Kettering 205 Heavy Oblique;0;
slab serif;Kettering 205;Kettering 205 Heavy;0;
slab serif;Kettering 205;Kettering 205 Light Oblique;0;
slab serif;Kettering 205;Kettering 205 Light;0;
slab serif;Kettering 205;Kettering 205 Thin Oblique;0;
slab serif;Kettering 205;Kettering 205 Thin;0;
slab serif;Kinghorn 105;Kinghorn 105 Bold Oblique;0;
slab serif;Kinghorn 105;Kinghorn 105 Bold;0;
slab serif;Kinghorn 105;Kinghorn 105 Heavy Oblique;0;
slab serif;Kinghorn 105;Kinghorn 105 Heavy;0;
slab serif;Kinghorn 105;Kinghorn 105 Light Oblique;0;
slab serif;Kinghorn 105;Kinghorn 105 Light;0;
slab serif;Kinghorn 105;Kinghorn 105 Medium Oblique;0;
slab serif;Kinghorn 105;Kinghorn 105 Medium;0;
slab serif;Kinghorn 105;Kinghorn 105 Thin Oblique;0;
slab serif;Kinghorn 105;Kinghorn 105 Thin;0;
slab serif;Kinghorn 205;Kinghorn 205 Bold Oblique;0;
slab serif;Kinghorn 205;Kinghorn 205 Bold;0;
slab serif;Kinghorn 205;Kinghorn 205 Heavy Oblique;0;
slab serif;Kinghorn 205;Kinghorn 205 Heavy;0;
slab serif;Kinghorn 205;Kinghorn 205 Light Oblique;0;
slab serif;Kinghorn 205;Kinghorn 205 Light;0;
slab serif;Kinghorn 205;Kinghorn 205 Medium Oblique;0;
slab serif;Kinghorn 205;Kinghorn 205 Medium;0;
slab serif;Kinghorn 205;Kinghorn 205 Thin Oblique;0;
slab serif;Kinghorn 205;Kinghorn 205 Thin;0;
slab serif;Kinsey;Kinsey Bold Itailc;0;
slab serif;Kinsey;Kinsey Bold;0;
slab serif;Kinsey;Kinsey Book Italic;0;
slab serif;Kinsey;Kinsey Book;0;
slab serif;Kinsey;Kinsey Heavy Italic;0;
slab serif;Kinsey;Kinsey Heavy;0;
slab serif;Kinsey;Kinsey Light Italic;0;
slab serif;Kinsey;Kinsey Light;0;
slab serif;Kinsey;Kinsey Thin Italic;0;
slab serif;Kinsey;Kinsey Thin;0;
slab serif;Kirkly;Kirkly Black Italic;0;
slab serif;Kirkly;Kirkly Black;0;
slab serif;Kirkly;Kirkly Bold Italic;0;
slab serif;Kirkly;Kirkly Bold;0;
slab serif;Kirkly;Kirkly Extrabold Italic;0;
slab serif;Kirkly;Kirkly Extrabold;0;
slab serif;Kirkly;Kirkly Light Italic;0;
slab serif;Kirkly;Kirkly Light;0;
slab serif;Kirkly;Kirkly Medium Italic;0;
slab serif;Kirkly;Kirkly Medium;0;
slab serif;Kirkly;Kirkly Regular Italic;0;
slab serif;Kirkly;Kirkly Regular;0;
slab serif;Kirkly;Kirkly Semibold Italic;0;
slab serif;Kirkly;Kirkly Semibold;0;
slab serif;Klaud;Klaud Black Italic;0;
slab serif;Klaud;Klaud Black;0;
slab serif;Klaud;Klaud Bold Italic;0;
slab serif;Klaud;Klaud Bold;0;
slab serif;Klaud;Klaud Extra Bold Italic;0;
slab serif;Klaud;Klaud Extra Bold;0;
slab serif;Klaud;Klaud Light Italic;0;
slab serif;Klaud;Klaud Light;0;
slab serif;Klaud;Klaud Medium Italic;0;
slab serif;Klaud;Klaud Medium;0;
slab serif;Klaud;Klaud Regular Italic;0;
slab serif;Klaud;Klaud Regular;0;
slab serif;Klaud;Klaud Semi Bold Italic;0;
slab serif;Klaud;Klaud Semi Bold;0;
slab serif;Knoedel;Knoedel Bold;0;
slab serif;Knoedel;Knoedel Light;0;
slab serif;Knoedel;Knoedel Regular;0;
slab serif;Kobenhavn C;Kobenhavn C Heavy Italic;0;
slab serif;Kobenhavn C;Kobenhavn C Heavy;1;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Black Italic;1;
