Category;Family;Style;Connections;Average connections
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Black;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Bold Italic;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Bold;1;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Book Italic;1;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Book;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Extra Black Italic;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Extra Black;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Extra Bold Italic;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Extra Bold;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Light Italic;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Light;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Regular Italic;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Regular;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Semi Bold Italic;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Semi Bold;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Stencil Black;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Stencil Bold;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Stencil Book;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Stencil Extra Black;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Stencil Extra Bold;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Stencil Light;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Stencil Regular;0;
slab serif;Kobenhavn C;Kobenhavn C Kobenhavn C Stencil Semi Bold;0;
slab serif;Kobenhavn C;Kobenhavn C Stencil Heavy ;0;
slab serif;Kobenhavn C;Kobenhavn C Stencil Ultra Black;0;
slab serif;Kobenhavn C;Kobenhavn C Ultra Black Italic;0;
slab serif;Kobenhavn C;Kobenhavn C Ultra Black;1;
slab serif;Korobok Edgy;Korobok Edgy Bold Italic;1;
slab serif;Korobok Edgy;Korobok Edgy Bold;0;
slab serif;Korobok Edgy;Korobok Edgy Italic;0;
slab serif;Korobok Edgy;Korobok Edgy;0;
slab serif;Korobok Soft;Korobok Soft Bold Italic;0;
slab serif;Korobok Soft;Korobok Soft Bold;0;
slab serif;Korobok Soft;Korobok Soft Italic;0;
slab serif;Korobok Soft;Korobok Soft;0;
slab serif;Kvadra™;Kvadra Bold;0;
slab serif;Kvadra™;Kvadra;0;
slab serif;Kvadra™;Kvadr Light;0;
slab serif;KyivType Serif;KyivType Serif Black2;0;
slab serif;KyivType Serif;KyivType Serif Black3;1;
slab serif;KyivType Serif;KyivType Serif Black;1;
slab serif;KyivType Serif;KyivType Serif Bold2;1;
slab serif;KyivType Serif;KyivType Serif Bold3;1;
slab serif;KyivType Serif;KyivType Serif Bold;1;
slab serif;KyivType Serif;KyivType Serif Heavy2;0;
slab serif;KyivType Serif;KyivType Serif Heavy3;1;
slab serif;KyivType Serif;KyivType Serif Heavy;1;
slab serif;KyivType Serif;KyivType Serif Light2;0;
slab serif;KyivType Serif;KyivType Serif Light3;1;
slab serif;KyivType Serif;KyivType Serif Light;1;
slab serif;KyivType Serif;KyivType Serif Medium2;1;
slab serif;KyivType Serif;KyivType Serif Medium3;1;
slab serif;KyivType Serif;KyivType Serif Medium;1;
slab serif;KyivType Serif;KyivType Serif Regular2;0;
slab serif;KyivType Serif;KyivType Serif Regular3;1;
slab serif;KyivType Serif;KyivType Serif Regular;1;
slab serif;KyivType Serif;KyivType Serif Thin;0;
slab serif;KyivType Titling;KyivType Titling Black2;1;
slab serif;KyivType Titling;KyivType Titling Black3;1;
slab serif;KyivType Titling;KyivType Titling Black;1;
slab serif;KyivType Titling;KyivType Titling Bold2;1;
slab serif;KyivType Titling;KyivType Titling Bold3;0;
slab serif;KyivType Titling;KyivType Titling Bold;0;
slab serif;KyivType Titling;KyivType Titling Heavy2;0;
slab serif;KyivType Titling;KyivType Titling Heavy3;1;
slab serif;KyivType Titling;KyivType Titling Heavy;1;
slab serif;KyivType Titling;KyivType Titling Light2;0;
slab serif;KyivType Titling;KyivType Titling Light3;0;
slab serif;KyivType Titling;KyivType Titling Light;0;
slab serif;KyivType Titling;KyivType Titling Medium2;0;
slab serif;KyivType Titling;KyivType Titling Medium3;0;
slab serif;KyivType Titling;KyivType Titling Medium;0;
slab serif;KyivType Titling;KyivType Titling Regular2;0;
slab serif;KyivType Titling;KyivType Titling Regular3;0;
slab serif;KyivType Titling;KyivType Titling Regular;0;
slab serif;KyivType Titling;KyivType Titling Thin;0;
slab serif;Lab Slab Pro™;Lab Slab Pro Black Italic;0;
slab serif;Lab Slab Pro™;Lab Slab Pro Black;0;
slab serif;Lab Slab Pro™;Lab Slab Pro Bold Italic;0;
slab serif;Lab Slab Pro™;Lab Slab Pro Bold;0;
slab serif;Lab Slab Pro™;Lab Slab Pro ExtraBold Italic;0;
slab serif;Lab Slab Pro™;Lab Slab Pro ExtraBold;0;
slab serif;Lab Slab Pro™;Lab Slab Pro Italic;0;
slab serif;Lab Slab Pro™;Lab Slab Pro Light Italic;0;
slab serif;Lab Slab Pro™;Lab Slab Pro Light;0;
slab serif;Lab Slab Pro™;Lab Slab Pro Medium Italic;0;
slab serif;Lab Slab Pro™;Lab Slab Pro Medium;0;
slab serif;Lab Slab Pro™;Lab Slab Pro Thin Italic;0;
slab serif;Lab Slab Pro™;Lab Slab Pro Thin;0;
slab serif;Lab Slab Pro™;Lab Slab Pro;0;
slab serif;Lab Slab Pro™;Lab Slab Pro UltraLight Italic;0;
slab serif;Lab Slab Pro™;Lab Slab Pro UltraLight;0;
slab serif;Lagom;Lagom Bold Italic;0;
slab serif;Lagom;Lagom Bold;0;
slab serif;Lagom;Lagom Extrabold Italic;0;
slab serif;Lagom;Lagom Extrabold;0;
slab serif;Lagom;Lagom Extralight Italic;0;
slab serif;Lagom;Lagom Extralight;0;
slab serif;Lagom;Lagom Light Italic;0;
slab serif;Lagom;Lagom Light;0;
slab serif;Lagom;Lagom Medium Italic;0;
slab serif;Lagom;Lagom Medium;0;
slab serif;Lagom;Lagom Regular Italic;0;
slab serif;Lagom;Lagom Regular;0;
slab serif;Lagom;Lagom Semilight Italic;0;
slab serif;Lagom;Lagom Semilight;0;
slab serif;Lagom;Lagom Ultralight Italic;0;
slab serif;Lagom;Lagom Ultralight;0;
slab serif;Lebron Slab;Lebron Slab Regular;0;
slab serif;Leto One;Leto One Bold;0;
slab serif;Leto One;Leto One Condensed Bold;0;
slab serif;Leto One;Leto One Condensed Light;0;
slab serif;Leto One;Leto One Condensed;0;
slab serif;Leto One;Leto One Defect;0;
slab serif;Leto One;Leto One Light;0;
slab serif;Leto One;Leto One;0;
slab serif;Leto Slab;Leto Slab Black;0;
slab serif;Leto Slab;Leto Slab Bold;0;
slab serif;Leto Slab;Leto Slab Condensed Black;0;
slab serif;Leto Slab;Leto Slab Condensed Bold;0;
slab serif;Leto Slab;Leto Slab Condensed Extra Light;0;
slab serif;Leto Slab;Leto Slab Condensed Light;0;
slab serif;Leto Slab;Leto Slab Condensed Medium;0;
slab serif;Leto Slab;Leto Slab Condensed Thin;0;
slab serif;Leto Slab;Leto Slab Condensed;0;
slab serif;Leto Slab;Leto Slab Extra Light;0;
slab serif;Leto Slab;Leto Slab Light;0;
slab serif;Leto Slab;Leto Slab Medium;0;
slab serif;Leto Slab;Leto Slab Narrow Black;0;
slab serif;Leto Slab;Leto Slab Narrow Bold;0;
slab serif;Leto Slab;Leto Slab Narrow Extra Light;0;
slab serif;Leto Slab;Leto Slab Narrow Light;0;
slab serif;Leto Slab;Leto Slab Narrow Medium;0;
slab serif;Leto Slab;Leto Slab Narrow Thin;0;
slab serif;Leto Slab;Leto Slab Narrow;0;
slab serif;Leto Slab;Leto Slab Thin;0;
slab serif;Leto Slab;Leto Slab;0;
slab serif;Leto Two;Leto Two Bold;0;
slab serif;Leto Two;Leto Two Condensed Bold;0;
slab serif;Leto Two;Leto Two Condensed Light;0;
slab serif;Leto Two;Leto Two Condensed;0;
slab serif;Leto Two;Leto Two Light;0;
slab serif;Leto Two;Leto Two;0;
slab serif;Lilette;Lilette Bold Italic;0;
slab serif;Lilette;Lilette Bold;0;
slab serif;Lilette;Lilette Italic;0;
slab serif;Lilette;Lilette Light Italic;0;
slab serif;Lilette;Lilette Light;0;
slab serif;Lilette;Lilette Medium Italic;0;
slab serif;Lilette;Lilette Medium;0;
slab serif;Lilette;Lilette Regular;0;
slab serif;Lilette;Lilette Ultra Light Italic;0;
slab serif;Lilette;Lilette Ultra Light;0;
slab serif;Louisa;Louisa Bold Italic;0;
slab serif;Louisa;Louisa Bold;0;
slab serif;Louisa;Louisa Italic;0;
slab serif;Louisa;Louisa Regular;0;
slab serif;LTC Squareface™;LTC Squareface Pro;0;
slab serif;LTC Squareface™;LTC Squareface Regular;0;
slab serif;LTC Squareface™;LTC Squareface Small Caps;0;
slab serif;Malabar®;Malabar Pro Bold Italic;0;
slab serif;Malabar®;Malabar Pro Bold;0;
slab serif;Malabar®;Malabar Pro Heavy Italic;0;
slab serif;Malabar®;Malabar Pro Heavy;0;
slab serif;Malabar®;Malabar Pro Italic;0;
slab serif;Malabar®;Malabar Pro Regular;0;
slab serif;Mamontov;Mamontov Black Condensed;0;
slab serif;Mamontov;Mamontov Black Expanded;1;
slab serif;Mamontov;Mamontov Black Italic;0;
slab serif;Mamontov;Mamontov Black;0;
slab serif;Mamontov;Mamontov Black Wide;0;
slab serif;Mamontov;Mamontov Bold Condensed;0;
slab serif;Mamontov;Mamontov Bold Expanded;0;
slab serif;Mamontov;Mamontov Bold Italic;0;
slab serif;Mamontov;Mamontov Bold;0;
slab serif;Mamontov;Mamontov Bold Wide;0;
slab serif;Mamontov;Mamontov Condensed;0;
slab serif;Mamontov;Mamontov Expanded;0;
slab serif;Mamontov;Mamontov ExtraBold Condensed;0;
slab serif;Mamontov;Mamontov ExtraBold Expanded;0;
slab serif;Mamontov;Mamontov ExtraBold Italic;0;
slab serif;Mamontov;Mamontov ExtraBold;0;
slab serif;Mamontov;Mamontov ExtraBold Wide;0;
slab serif;Mamontov;Mamontov Italic;0;
slab serif;Mamontov;Mamontov Light Condensed;0;
slab serif;Mamontov;Mamontov Light Expanded;0;
slab serif;Mamontov;Mamontov Light Italic;0;
slab serif;Mamontov;Mamontov Light;0;
slab serif;Mamontov;Mamontov Light Wide;0;
slab serif;Mamontov;Mamontov;0;
slab serif;Mamontov;Mamontov Wide;0;
slab serif;Martinez;Martinez Regular;0;
slab serif;Martinez;Martinez Shadow;0;
slab serif;Masherbrum Slab;Masherbrum Slab Thin;0;
slab serif;Megalito Slab;Megalito Slab Regular;0;
slab serif;Megalito Slab;Megalito Slab Small Caps;0;
slab serif;Metrolite;Metrolite Bold Italic;0;
slab serif;Metrolite;Metrolite Bold;0;
slab serif;Metrolite;Metrolite Condensed Italic;0;
slab serif;Metrolite;Metrolite Condensed;0;
slab serif;Metrolite;Metrolite Italic;0;
slab serif;Metrolite;Metrolite;0;
slab serif;Metronic Slab Narrow;Metronic Slab Narrow Air Italic;0;
slab serif;Metronic Slab Narrow;Metronic Slab Narrow Air;0;
slab serif;Metronic Slab Narrow;Metronic Slab Narrow Black Italic;0;
slab serif;Metronic Slab Narrow;Metronic Slab Narrow Black;0;
slab serif;Metronic Slab Narrow;Metronic Slab Narrow Bold Italic;0;
slab serif;Metronic Slab Narrow;Metronic Slab Narrow Bold;0;
slab serif;Metronic Slab Narrow;Metronic Slab Narrow Italic;0;
slab serif;Metronic Slab Narrow;Metronic Slab Narrow Light Italic;0;
slab serif;Metronic Slab Narrow;Metronic Slab Narrow Light;0;
slab serif;Metronic Slab Narrow;Metronic Slab Narrow Semi Bold Italic;0;
slab serif;Metronic Slab Narrow;Metronic Slab Narrow Semi Bold;0;
slab serif;Metronic Slab Narrow;Metronic Slab Narrow;0;
slab serif;Mighty Slab™;Mighty Slab Four;1;
slab serif;Mighty Slab™;Mighty Slab One;4;
slab serif;Mighty Slab™;Mighty Slab Three;1;
slab serif;Mighty Slab™;Mighty Slab Two;5;
slab serif;Milk Drops;Milk Drops Bold;4;
slab serif;Monsterio;Monsterio Italic;0;
slab serif;Monsterio;Monsterio Regular;0;
slab serif;Mr Palker Dad;Mr Palker Dad Condensed Black;0;
slab serif;Mr Palker Dad;Mr Palker Dad Condensed Bold;0;
slab serif;Mr Palker Dad;Mr Palker Dad Condensed Demi Bold;0;
slab serif;Mr Palker Dad;Mr Palker Dad Condensed Light;0;
slab serif;Mr Palker Dad;Mr Palker Dad Condensed Regular;0;
slab serif;Mr Palker Dad;Mr Palker Dad Condensed Thin;0;
slab serif;Mudzil;Mudzil Alternate Bold Italic;1;
slab serif;Mudzil;Mudzil Alternate Bold;0;
slab serif;Mudzil;Mudzil Alternate Light Italic;0;
slab serif;Mudzil;Mudzil Alternate Light;0;
slab serif;Mudzil;Mudzil Alternate Medium Italic;0;
slab serif;Mudzil;Mudzil Alternate Medium;0;
slab serif;Mudzil;Mudzil Alternate Regular Italic;0;
slab serif;Mudzil;Mudzil Alternate Regular;0;
slab serif;Mudzil;Mudzil Bold;0;
slab serif;Mudzil;Mudzil Light;0;
slab serif;Mudzil;Mudzil Medium;0;
slab serif;Mudzil;Mudzil Regular;0;
slab serif;Muriza;Muriza Black Italic;0;
slab serif;Muriza;Muriza Black;0;
slab serif;Muriza;Muriza Bold Italic;0;
slab serif;Muriza;Muriza Bold;0;
slab serif;Muriza;Muriza ExtraBold Italic;0;
slab serif;Muriza;Muriza Hairline Italic;0;
slab serif;Muriza;Muriza Hairline;0;
slab serif;Muriza;Muriza Italic;0;
slab serif;Muriza;Muriza Light Italic;0;
slab serif;Muriza;Muriza Light;0;
slab serif;Muriza;Muriza Medium Italic;0;
slab serif;Muriza;Muriza Medium;0;
slab serif;Muriza;Muriza Regular;0;
slab serif;Muriza;Muriza SemiBold Italic;0;
slab serif;Muriza;Muriza SemiBold;0;
slab serif;Muriza;Muriza Thin Italic;0;
slab serif;Muriza;Muriza Thin;0;
slab serif;Museo Slab Rounded;Museo Slab Rounded 1000 Italic;0;
slab serif;Museo Slab Rounded;Museo Slab Rounded 1000;0;
slab serif;Museo Slab Rounded;Museo Slab Rounded 100 Italic;0;
slab serif;Museo Slab Rounded;Museo Slab Rounded 100;0;
slab serif;Museo Slab Rounded;Museo Slab Rounded 300 Italic;0;
slab serif;Museo Slab Rounded;Museo Slab Rounded 300;0;
slab serif;Museo Slab Rounded;Museo Slab Rounded 500 Italic;0;
slab serif;Museo Slab Rounded;Museo Slab Rounded 500;0;
slab serif;Museo Slab Rounded;Museo Slab Rounded 700 Italic;0;
slab serif;Museo Slab Rounded;Museo Slab Rounded 700;0;
slab serif;Museo Slab Rounded;Museo Slab Rounded 900 Italic;0;
slab serif;Museo Slab Rounded;Museo Slab Rounded 900;0;
slab serif;Museo™;Museo 100 Italic;0;
slab serif;Museo™;Museo 100;0;
slab serif;Museo™;Museo 300 Italic;0;
slab serif;Museo™;Museo 300;0;
slab serif;Museo™;Museo 500 Italic;0;
slab serif;Museo™;Museo 500;0;
slab serif;Museo™;Museo 700 Italic;0;
slab serif;Museo™;Museo 700;0;
slab serif;Museo™;Museo 900 Italic;0;
slab serif;Museo™;Museo 900;0;
slab serif;Neilvard;Neilvard Four;0;
slab serif;Neilvard;Neilvard Illustration;1;
slab serif;Neilvard;Neilvard One Semibold;0;
slab serif;Neilvard;Neilvard One;0;
slab serif;Neilvard;Neilvard Three;0;
slab serif;Neilvard;Neilvard Two;0;
slab serif;Nexa Rust™;Nexa Rust Extras Goodies;0;
slab serif;Nexa Rust™;Nexa Rust Extras Icons;0;
slab serif;Nexa Rust™;Nexa Rust Extras Nature;0;
slab serif;Nexa Rust™;Nexa Rust Extras Script;0;
slab serif;Nexa Rust™;Nexa Rust Extras Words;0;
slab serif;Nexa Rust™;Nexa Rust Handmade Condensed;0;
slab serif;Nexa Rust™;Nexa Rust Handmade Extended;0;
slab serif;Nexa Rust™;Nexa Rust Sans Black 1;0;
slab serif;Nexa Rust™;Nexa Rust Sans Black 2;0;
slab serif;Nexa Rust™;Nexa Rust Sans Black 3;0;
slab serif;Nexa Rust™;Nexa Rust Sans Black Shadow 1;0;
slab serif;Nexa Rust™;Nexa Rust Sans Black Shadow 2;0;
slab serif;Nexa Rust™;Nexa Rust Sans Black Shadow;0;
slab serif;Nexa Rust™;Nexa Rust Sans Black;0;
slab serif;Nexa Rust™;Nexa Rust Sans Book 1;0;
slab serif;Nexa Rust™;Nexa Rust Sans Book 2;0;
slab serif;Nexa Rust™;Nexa Rust Sans Book 3;0;
slab serif;Nexa Rust™;Nexa Rust Sans Book;0;
slab serif;Nexa Rust™;Nexa Rust Sans Shadow;0;
slab serif;Nexa Rust™;Nexa Rust Script B 1;1;
slab serif;Nexa Rust™;Nexa Rust Script B 2;5;
slab serif;Nexa Rust™;Nexa Rust Script B 3;5;
slab serif;Nexa Rust™;Nexa Rust Script B 4;5;
slab serif;Nexa Rust™;Nexa Rust Script B Shadow 1;4;
slab serif;Nexa Rust™;Nexa Rust Script B Shadow 2;0;
slab serif;Nexa Rust™;Nexa Rust Script B Shadow 3;0;
slab serif;Nexa Rust™;Nexa Rust Script B Shadow 4;0;
slab serif;Nexa Rust™;Nexa Rust Script B Shadow;0;
slab serif;Nexa Rust™;Nexa Rust Script H 1;1;
slab serif;Nexa Rust™;Nexa Rust Script H 2;5;
slab serif;Nexa Rust™;Nexa Rust Script H 3;5;
slab serif;Nexa Rust™;Nexa Rust Script H 4;5;
slab serif;Nexa Rust™;Nexa Rust Script H Shadow 1;4;
slab serif;Nexa Rust™;Nexa Rust Script H Shadow 2;0;
slab serif;Nexa Rust™;Nexa Rust Script H Shadow 3;0;
slab serif;Nexa Rust™;Nexa Rust Script H Shadow 4;0;
slab serif;Nexa Rust™;Nexa Rust Script H Shadow;0;
slab serif;Nexa Rust™;Nexa Rust Script L 1;1;
slab serif;Nexa Rust™;Nexa Rust Script L 2;5;
slab serif;Nexa Rust™;Nexa Rust Script L 3;5;
slab serif;Nexa Rust™;Nexa Rust Script L 4;5;
slab serif;Nexa Rust™;Nexa Rust Script L Shadow 1;4;
slab serif;Nexa Rust™;Nexa Rust Script L Shadow 2;0;
slab serif;Nexa Rust™;Nexa Rust Script L Shadow 3;0;
slab serif;Nexa Rust™;Nexa Rust Script L Shadow 4;0;
slab serif;Nexa Rust™;Nexa Rust Script L Shadow;0;
slab serif;Nexa Rust™;Nexa Rust Script R 1;1;
slab serif;Nexa Rust™;Nexa Rust Script R 2;5;
slab serif;Nexa Rust™;Nexa Rust Script R 3;5;
slab serif;Nexa Rust™;Nexa Rust Script R 4;5;
slab serif;Nexa Rust™;Nexa Rust Script R Shadow 1;4;
slab serif;Nexa Rust™;Nexa Rust Script R Shadow 2;0;
slab serif;Nexa Rust™;Nexa Rust Script R Shadow 3;0;
slab serif;Nexa Rust™;Nexa Rust Script R Shadow 4;0;
slab serif;Nexa Rust™;Nexa Rust Script R Shadow;0;
slab serif;Nexa Rust™;Nexa Rust Script S 1;1;
slab serif;Nexa Rust™;Nexa Rust Script S 2;5;
slab serif;Nexa Rust™;Nexa Rust Script S 3;5;
slab serif;Nexa Rust™;Nexa Rust Script S 4;4;
slab serif;Nexa Rust™;Nexa Rust Script S Shadow 1;3;
slab serif;Nexa Rust™;Nexa Rust Script S Shadow 2;0;
slab serif;Nexa Rust™;Nexa Rust Script S Shadow 3;0;
slab serif;Nexa Rust™;Nexa Rust Script S Shadow 4;0;
slab serif;Nexa Rust™;Nexa Rust Script S Shadow;0;
slab serif;Nexa Rust™;Nexa Rust Script T 1;1;
slab serif;Nexa Rust™;Nexa Rust Script T 3;5;
slab serif;Nexa Rust™;Nexa Rust Script T 4;5;
slab serif;Nexa Rust™;Nexa Rust Script T Shadow 1;4;
slab serif;Nexa Rust™;Nexa Rust Script T Shadow 2;0;
slab serif;Nexa Rust™;Nexa Rust Script T Shadow 3;0;
slab serif;Nexa Rust™;Nexa Rust Script T Shadow 4;0;
slab serif;Nexa Rust™;Nexa Rust Script T Shadow;0;
slab serif;Nexa Rust™;Nexa Rust Slab Black 1;0;
slab serif;Nexa Rust™;Nexa Rust Slab Black 2;0;
slab serif;Nexa Rust™;Nexa Rust Slab Black 3;0;
slab serif;Nexa Rust™;Nexa Rust Slab Black Shadow 1;0;
slab serif;Nexa Rust™;Nexa Rust Slab Black Shadow 2;0;
slab serif;Nexa Rust™;Nexa Rust Slab Black Shadow 3;0;
slab serif;Nexa Rust™;Nexa Rust Slab Black Shadow;0;
slab serif;Nexa Rust™;Nexa Rust Slab Black;0;
slab serif;Nexa Rust™;Nexa Rust Slab Shadow;0;
slab serif;Nexa Slab™;Nexa Slab Black Italic;0;
slab serif;Nexa Slab™;Nexa Slab Black Oblique;0;
slab serif;Nexa Slab™;Nexa Slab Black;0;
slab serif;Nexa Slab™;Nexa Slab Bold Italic;0;
slab serif;Nexa Slab™;Nexa Slab Bold Oblique;0;
slab serif;Nexa Slab™;Nexa Slab Bold;0;
slab serif;Nexa Slab™;Nexa Slab Book Italic;0;
slab serif;Nexa Slab™;Nexa Slab Book Oblique;0;
slab serif;Nexa Slab™;Nexa Slab Book;0;
slab serif;Nexa Slab™;Nexa Slab Heavy Italic;0;
slab serif;Nexa Slab™;Nexa Slab Heavy Oblique;0;
slab serif;Nexa Slab™;Nexa Slab Heavy;0;
slab serif;Nexa Slab™;Nexa Slab Light Italic;0;
slab serif;Nexa Slab™;Nexa Slab Light Oblique;0;
slab serif;Nexa Slab™;Nexa Slab Light;0;
slab serif;Nexa Slab™;Nexa Slab Regular Italic;0;
slab serif;Nexa Slab™;Nexa Slab Regular Oblique;0;
slab serif;Nexa Slab™;Nexa Slab Regular;0;
slab serif;Nexa Slab™;Nexa Slab Thin Italic;0;
slab serif;Nexa Slab™;Nexa Slab Thin Oblique;0;
slab serif;Nexa Slab™;Nexa Slab Thin;0;
slab serif;Nexa Slab™;Nexa Slab X Bold Italic;0;
slab serif;Nexa Slab™;Nexa Slab X Bold Oblique;0;
slab serif;Nexa Slab™;Nexa Slab X Bold;0;
slab serif;Nomada Slab;Nomada Slab Black Italic;0;
slab serif;Nomada Slab;Nomada Slab Black;0;
slab serif;Nomada Slab;Nomada Slab Bold Italic;0;
slab serif;Nomada Slab;Nomada Slab Bold;0;
slab serif;Nomada Slab;Nomada Slab Extrablack Italic;0;
slab serif;Nomada Slab;Nomada Slab Extrablack;0;
slab serif;Nomada Slab;Nomada Slab Extrathin Italic;0;
slab serif;Nomada Slab;Nomada Slab Extrathin;0;
slab serif;Nomada Slab;Nomada Slab Hairline Italic;1;
slab serif;Nomada Slab;Nomada Slab Hairline;1;
slab serif;Nomada Slab;Nomada Slab Light Italic;1;
slab serif;Nomada Slab;Nomada Slab Light;0;
slab serif;Nomada Slab;Nomada Slab Medium Italic;0;
slab serif;Nomada Slab;Nomada Slab Medium;0;
slab serif;Nomada Slab;Nomada Slab Regular Italic;0;
slab serif;Nomada Slab;Nomada Slab Regular;0;
slab serif;Nomada Slab;Nomada Slab Thin Italic;0;
slab serif;Nomada Slab;Nomada Slab Thin;0;
slab serif;Non Solus;Non Solus Bold Italic;0;
slab serif;Non Solus;Non Solus Bold;0;
slab serif;Non Solus;Non Solus Italic;0;
slab serif;Non Solus;Non Solus Light Italic;1;
slab serif;Non Solus;Non Solus Light;0;
slab serif;Non Solus;Non Solus Medium Italic;0;
slab serif;Non Solus;Non Solus Medium;0;
slab serif;Non Solus;Non Solus;0;
slab serif;Nora Slab;Nora Slab Black Oblique;0;
slab serif;Nora Slab;Nora Slab Black;0;
slab serif;Nora Slab;Nora Slab Bold Oblique;0;
slab serif;Nora Slab;Nora Slab Bold;0;
slab serif;Nora Slab;Nora Slab Book Oblique;0;
slab serif;Nora Slab;Nora Slab Book;0;
slab serif;Nora Slab;Nora Slab Extra Black Oblique;0;
slab serif;Nora Slab;Nora Slab Extra Black;0;
slab serif;Nora Slab;Nora Slab Heavy Oblique;0;
slab serif;Nora Slab;Nora Slab Heavy;0;
slab serif;Nora Slab;Nora Slab Medium Oblique;0;
slab serif;Nora Slab;Nora Slab Medium;0;
slab serif;Nora Slab;Nora Slab Oblique;0;
slab serif;Nora Slab;Nora Slab Regular;0;
slab serif;Nora Slab;Nora Slab Semi Bold Oblique;0;
slab serif;Nora Slab;Nora Slab Semi Bold;0;
slab serif;Nought;Nought Regular;0;
slab serif;Novus;Novus Black;0;
slab serif;Novus;Novus Bold;0;
slab serif;Novus;Novus Demi Bold;0;
slab serif;Novus;Novus Heavy;0;
slab serif;Novus;Novus Light;0;
slab serif;Novus;Novus Regular;0;
slab serif;Novus;Novus Thin;0;
slab serif;Oblik Serif™;Oblik Serif Bold;0;
slab serif;Oblik Serif™;Oblik Serif Light;0;
slab serif;Oblik Serif™;Oblik Serif;0;
slab serif;Pancetta Serif Pro;Pancetta Serif Pro Black Italic;0;
slab serif;Pancetta Serif Pro;Pancetta Serif Pro Black;1;
slab serif;Pancetta Serif Pro;Pancetta Serif Pro Bold Italic;1;
slab serif;Pancetta Serif Pro;Pancetta Serif Pro Bold;0;
slab serif;Pancetta Serif Pro;Pancetta Serif Pro ExtraLight Italic;0;
slab serif;Pancetta Serif Pro;Pancetta Serif Pro ExtraLight;0;
slab serif;Pancetta Serif Pro;Pancetta Serif Pro Italic;0;
slab serif;Pancetta Serif Pro;Pancetta Serif Pro Light Italic;0;
slab serif;Pancetta Serif Pro;Pancetta Serif Pro Light;0;
slab serif;Pancetta Serif Pro;Pancetta Serif Pro Medium Italic;0;
slab serif;Pancetta Serif Pro;Pancetta Serif Pro Medium;0;
slab serif;Pancetta Serif Pro;Pancetta Serif Pro Regular;0;
slab serif;Pancetta Serif Pro;Pancetta Serif Pro SemiBold Italic;0;
slab serif;Pancetta Serif Pro;Pancetta Serif Pro SemiBold;0;
slab serif;Pancetta Serif Pro;Pancetta Serif Pro Thin Italic;0;
slab serif;Pancetta Serif Pro;Pancetta Serif Pro Thin;0;
slab serif;Patinas Stencil;Patinas Stencil  Italic;0;
slab serif;Patinas Stencil;Patinas Stencil  Moon Star;0;
slab serif;Patinas Stencil;Patinas Stencil  Regular;0;
slab serif;Paverify;Paverify Black;0;
slab serif;Paverify;Paverify Bold;0;
slab serif;Paverify;Paverify Extras;0;
slab serif;Paverify;Paverify Medium;0;
slab serif;Paverify;Paverify Outline Black;0;
slab serif;Paverify;Paverify Outline Bold;3;
slab serif;Paverify;Paverify Outline Medium;0;
slab serif;Peckham;Peckham Black Italic;0;
slab serif;Peckham;Peckham Black;0;
slab serif;Peckham;Peckham Bold Italic;0;
slab serif;Peckham;Peckham Bold;0;
slab serif;Peckham;Peckham Extra Light Italic;0;
slab serif;Peckham;Peckham Extra Light;0;
slab serif;Peckham;Peckham Heavy Italic;0;
slab serif;Peckham;Peckham Heavy;0;
slab serif;Peckham;Peckham Light Italic;0;
slab serif;Peckham;Peckham Light;0;
slab serif;Peckham;Peckham Regular Italic;0;
slab serif;Peckham;Peckham Regular;0;
slab serif;Peckham;Peckham Semi Bold Italic;0;
slab serif;Peckham;Peckham Semi Bold;0;
slab serif;Peckham;Peckham Thin Italic;0;
slab serif;Peckham;Peckham Thin;0;
slab serif;Penrose Slabserif™;Penrose Slabserif;0;
slab serif;PF Bague Slab Pro™;PF Bague Slab Pro Black Italic;0;
slab serif;PF Bague Slab Pro™;PF Bague Slab Pro Black;0;
